Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
"18,232","New Delhi to Mumbai , 05 May",07:00,09:05,Non stop,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",10:40,12:50,Non stop,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",20:00,22:10,Non stop,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",09:00,11:15,Non stop,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",19:00,21:15,Non stop,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",15:05,18:15,1 stop via Indore,Air India,04:13.8
"18,232","New Delhi to Mumbai , 05 May",17:50,21:35,1 stop via Aurangabad,Air India,04:13.8
"21,816","New Delhi to Mumbai , 05 May",12:50,15:00,Non stop,Vistara,04:13.8
"21,816","New Delhi to Mumbai , 05 May",15:30,17:40,Non stop,Vistara,04:13.8
"26,912","New Delhi to Mumbai , 05 May",10:15,15:40,1 stop via Varanasi,Air India,04:13.8
"27,551","New Delhi to Mumbai , 05 May",13:20,18:20,1 stop via Varanasi,Vistara,04:13.8
"31,705","New Delhi to Mumbai , 05 May",09:45,23:30,1 stop via Hyderabad,Air India,04:13.8
"31,705","New Delhi to Mumbai , 05 May",08:20,23:30,1 stop via Hyderabad,Air India,04:13.8
"32,418","New Delhi to Mumbai , 05 May",07:05,17:20,1 stop via Hyderabad,Vistara,04:13.8
"33,900","New Delhi to Mumbai , 05 May",06:50,19:45,1 stop via Kolkata,Air India,04:13.8
"33,900","New Delhi to Mumbai , 05 May",05:15,19:45,"2 stop via Surat,Kolkata",Air India,04:13.8
"33,902","New Delhi to Mumbai , 05 May",07:30,13:00,1 stop via Kolkata,Vistara,04:13.8
"34,091","New Delhi to Mumbai , 05 May",09:45,17:05,1 stop via Chennai,Air India,04:13.8
"34,091","New Delhi to Mumbai , 05 May",06:00,17:05,1 stop via Chennai,Air India,04:13.8
"34,371","New Delhi to Mumbai , 05 May",12:00,15:50,1 stop via Jaipur,Air India,04:13.8
"38,235","New Delhi to Mumbai , 05 May",13:30,21:50,1 stop via Bengaluru,Air India,04:13.8
"38,235","New Delhi to Mumbai , 05 May",21:15,08:35,1 stop via Bengaluru,Air India,04:13.8
"38,235","New Delhi to Mumbai , 05 May",09:45,21:50,1 stop via Bengaluru,Air India,04:13.8
