Price,Cities,departure_time,arrival_time,Airline,Cabin,Dept_city,Dept_date,arrival_city,stops,duration_time,duration,weekday,dept_hours,Dept_flights_time,optimal_hours
4891,"Chennai to Port Blair , 16 May",07:00,09:20,Spicejet,PE,Chennai,16,Port Blair ,0,0 days 02:20:00,140.0,6,7,Morning_flight,8
5853,"Kolkata to New Delhi , 16 May",15:20,17:45,Vistara,PE,Kolkata,16,New Delhi ,0,0 days 02:25:00,145.0,6,15,Afternoon_flight,16
5902,"Kolkata to New Delhi , 16 May",14:15,19:35,Spicejet,PE,Kolkata,16,New Delhi ,1,0 days 05:20:00,320.0,6,14,Afternoon_flight,15
5902,"Kolkata to New Delhi , 16 May",11:40,18:10,Spicejet,PE,Kolkata,16,New Delhi ,1,0 days 06:30:00,390.0,6,11,Afternoon_flight,12
5902,"Kolkata to New Delhi , 16 May",06:50,14:10,Spicejet,PE,Kolkata,16,New Delhi ,1,0 days 07:20:00,440.0,6,6,Morning_flight,7
6126,"Kolkata to New Delhi , 16 May",06:20,08:45,Spicejet,PE,Kolkata,16,New Delhi ,0,0 days 02:25:00,145.0,6,6,Morning_flight,7
6126,"Kolkata to New Delhi , 16 May",22:00,00:35,Spicejet,PE,Kolkata,16,New Delhi ,0,-1 days +02:35:00,155.0,6,22,Night_flight,23
8526,"Kolkata to Mumbai , 16 May",15:20,15:00,Vistara,PE,Kolkata,16,Mumbai ,1,-1 days +23:40:00,1420.0,6,15,Afternoon_flight,16
7460,"Kolkata to Mumbai , 16 May",14:15,20:35,Spicejet,PE,Kolkata,16,Mumbai ,1,0 days 06:20:00,380.0,6,14,Afternoon_flight,15
6126,"Kolkata to Bengaluru , 16 May",06:55,09:40,Spicejet,PE,Kolkata,16,Bengaluru ,0,0 days 02:45:00,165.0,6,6,Morning_flight,7
6126,"Kolkata to Bengaluru , 16 May",21:30,00:20,Spicejet,PE,Kolkata,16,Bengaluru ,0,-1 days +02:50:00,170.0,6,21,Night_flight,22
6126,"Kolkata to Bengaluru , 16 May",14:15,19:10,Spicejet,PE,Kolkata,16,Bengaluru ,1,0 days 04:55:00,295.0,6,14,Afternoon_flight,15
6200,"Kolkata to Hyderabad , 16 May",14:15,20:40,Spicejet,PE,Kolkata,16,Hyderabad ,1,0 days 06:25:00,385.0,6,14,Afternoon_flight,15
5900,"Kolkata to Chennai , 16 May",06:55,23:05,Spicejet,PE,Kolkata,16,Chennai ,1,0 days 16:10:00,970.0,6,6,Morning_flight,7
8633,"Kolkata to Goa , 16 May",21:30,11:05,Spicejet,PE,Kolkata,16,Goa ,1,-1 days +13:35:00,815.0,6,21,Night_flight,22
4808,"Kolkata to Guwahati , 16 May",06:25,15:25,Spicejet,PE,Kolkata,16,Guwahati ,1,0 days 09:00:00,540.0,6,6,Morning_flight,7
5023,"Kolkata to Bagdogra , 16 May",11:40,12:50,Spicejet,PE,Kolkata,16,Bagdogra ,0,0 days 01:10:00,70.0,6,11,Afternoon_flight,12
5023,"Kolkata to Bagdogra , 16 May",06:50,08:25,Spicejet,PE,Kolkata,16,Bagdogra ,0,0 days 01:35:00,95.0,6,6,Morning_flight,7
8142,"Kolkata to Srinagar , 16 May",15:20,12:05,Vistara,PE,Kolkata,16,Srinagar ,1,-1 days +20:45:00,1245.0,6,15,Afternoon_flight,16
7378,"Kolkata to Srinagar , 16 May",06:20,11:55,Spicejet,PE,Kolkata,16,Srinagar ,1,0 days 05:35:00,335.0,6,6,Morning_flight,7
7378,"Kolkata to Srinagar , 16 May",22:00,08:10,Spicejet,PE,Kolkata,16,Srinagar ,1,-1 days +10:10:00,610.0,6,22,Night_flight,23
7579,"Kolkata to Amritsar , 16 May",15:20,14:50,Vistara,PE,Kolkata,16,Amritsar ,1,-1 days +23:30:00,1410.0,6,15,Afternoon_flight,16
9940,"Kolkata to Amritsar , 16 May",06:20,18:45,Spicejet,PE,Kolkata,16,Amritsar ,1,0 days 12:25:00,745.0,6,6,Morning_flight,7
9940,"Kolkata to Amritsar , 16 May",22:00,18:45,Spicejet,PE,Kolkata,16,Amritsar ,1,-1 days +20:45:00,1245.0,6,22,Night_flight,23
5820,"Kolkata to Mangalore , 16 May",21:30,08:05,Spicejet,PE,Kolkata,16,Mangalore ,1,-1 days +10:35:00,635.0,6,21,Night_flight,22
5820,"Kolkata to Mangalore , 16 May",06:55,18:10,Spicejet,PE,Kolkata,16,Mangalore ,1,0 days 11:15:00,675.0,6,6,Morning_flight,7
5853,"Kolkata to Port Blair , 16 May",09:00,11:20,Vistara,PE,Kolkata,16,Port Blair ,0,0 days 02:20:00,140.0,6,9,Morning_flight,10
7892,"Kochi to New Delhi , 16 May",19:30,22:40,Vistara,PE,Kochi,16,New Delhi ,0,0 days 03:10:00,190.0,6,19,Evening_flight,20
5568,"Kochi to New Delhi , 16 May",20:35,09:35,Spicejet,PE,Kochi,16,New Delhi ,1,-1 days +13:00:00,780.0,6,20,Evening_flight,21
5823,"Kochi to Mumbai , 16 May",20:35,22:55,Spicejet,PE,Kochi,16,Mumbai ,0,0 days 02:20:00,140.0,6,20,Evening_flight,21
9677,"Kochi to Kolkata , 16 May",19:30,09:35,Vistara,PE,Kochi,16,Kolkata ,1,-1 days +14:05:00,845.0,6,19,Evening_flight,20
7084,"Kochi to Kolkata , 16 May",20:35,08:35,Spicejet,PE,Kochi,16,Kolkata ,1,-1 days +12:00:00,720.0,6,20,Evening_flight,21
9677,"Kochi to Pune , 16 May",19:30,12:35,Vistara,PE,Kochi,16,Pune ,1,-1 days +17:05:00,1025.0,6,19,Evening_flight,20
6553,"Kochi to Guwahati , 16 May",20:35,16:45,Spicejet,PE,Kochi,16,Guwahati ,1,-1 days +20:10:00,1210.0,6,20,Evening_flight,21
7085,"Kochi to Jaipur , 16 May",20:35,08:05,Spicejet,PE,Kochi,16,Jaipur ,1,-1 days +11:30:00,690.0,6,20,Evening_flight,21
9166,"Kochi to Patna , 16 May",20:35,21:40,Spicejet,PE,Kochi,16,Patna ,1,0 days 01:05:00,65.0,6,20,Evening_flight,21
9677,"Kochi to Bhubaneswar , 16 May",19:30,09:05,Vistara,PE,Kochi,16,Bhubaneswar ,1,-1 days +13:35:00,815.0,6,19,Evening_flight,20
8615,"Kochi to Bagdogra , 16 May",19:30,09:45,Vistara,PE,Kochi,16,Bagdogra ,1,-1 days +14:15:00,855.0,6,19,Evening_flight,20
7285,"Kochi to Bagdogra , 16 May",20:35,15:15,Spicejet,PE,Kochi,16,Bagdogra ,1,-1 days +18:40:00,1120.0,6,20,Evening_flight,21
9519,"Kochi to Varanasi , 16 May",20:35,08:00,Spicejet,PE,Kochi,16,Varanasi ,1,-1 days +11:25:00,685.0,6,20,Evening_flight,21
9519,"Kochi to Varanasi , 16 May",20:35,17:10,Spicejet,PE,Kochi,16,Varanasi ,1,-1 days +20:35:00,1235.0,6,20,Evening_flight,21
9290,"Kochi to Srinagar , 16 May",19:30,12:05,Vistara,PE,Kochi,16,Srinagar ,1,-1 days +16:35:00,995.0,6,19,Evening_flight,20
8013,"Kochi to Srinagar , 16 May",20:35,08:00,Spicejet,PE,Kochi,16,Srinagar ,1,-1 days +11:25:00,685.0,6,20,Evening_flight,21
9310,"Kochi to Raipur , 16 May",19:30,08:20,Vistara,PE,Kochi,16,Raipur ,1,-1 days +12:50:00,770.0,6,19,Evening_flight,20
9833,"Goa to New Delhi , 16 May",13:20,21:55,Vistara,PE,Goa,16,New Delhi ,1,0 days 08:35:00,515.0,6,13,Afternoon_flight,14
7127,"Goa to New Delhi , 16 May",18:25,23:30,Spicejet,PE,Goa,16,New Delhi ,1,0 days 05:05:00,305.0,6,18,Evening_flight,19
7127,"Goa to New Delhi , 16 May",15:20,00:50,Spicejet,PE,Goa,16,New Delhi ,1,-1 days +09:30:00,570.0,6,15,Afternoon_flight,16
7127,"Goa to New Delhi , 16 May",11:25,23:25,Spicejet,PE,Goa,16,New Delhi ,1,0 days 12:00:00,720.0,6,11,Afternoon_flight,12
7127,"Goa to New Delhi , 16 May",08:00,23:30,Spicejet,PE,Goa,16,New Delhi ,1,0 days 15:30:00,930.0,6,8,Morning_flight,9
7127,"Goa to New Delhi , 16 May",17:35,09:35,Spicejet,PE,Goa,16,New Delhi ,1,-1 days +16:00:00,960.0,6,17,Evening_flight,18
7357,"Goa to New Delhi , 16 May",09:55,12:25,Spicejet,PE,Goa,16,New Delhi ,0,0 days 02:30:00,150.0,6,9,Morning_flight,10
7357,"Goa to New Delhi , 16 May",15:00,17:45,Spicejet,PE,Goa,16,New Delhi ,0,0 days 02:45:00,165.0,6,15,Afternoon_flight,16
4065,"Goa to Mumbai , 16 May",13:20,14:45,Vistara,PE,Goa,16,Mumbai ,0,0 days 01:25:00,85.0,6,13,Afternoon_flight,14
3904,"Goa to Mumbai , 16 May",13:30,14:55,Spicejet,PE,Goa,16,Mumbai ,0,0 days 01:25:00,85.0,6,13,Afternoon_flight,14
3904,"Goa to Mumbai , 16 May",17:35,19:10,Spicejet,PE,Goa,16,Mumbai ,0,0 days 01:35:00,95.0,6,17,Evening_flight,18
4837,"Goa to Bengaluru , 16 May",11:25,12:45,Spicejet,PE,Goa,16,Bengaluru ,0,0 days 01:20:00,80.0,6,11,Afternoon_flight,12
4836,"Goa to Hyderabad , 16 May",18:25,19:45,Spicejet,PE,Goa,16,Hyderabad ,0,0 days 01:20:00,80.0,6,18,Evening_flight,19
4836,"Goa to Hyderabad , 16 May",08:00,09:35,Spicejet,PE,Goa,16,Hyderabad ,0,0 days 01:35:00,95.0,6,8,Morning_flight,9
5239,"Goa to Chennai , 16 May",11:25,23:05,Spicejet,PE,Goa,16,Chennai ,1,0 days 11:40:00,700.0,6,11,Afternoon_flight,12
5466,"Goa to Chennai , 16 May",15:20,16:50,Spicejet,PE,Goa,16,Chennai ,0,0 days 01:30:00,90.0,6,15,Afternoon_flight,16
11664,"Goa to Kolkata , 16 May",13:20,09:35,Vistara,PE,Goa,16,Kolkata ,2,-1 days +20:15:00,1215.0,6,13,Afternoon_flight,14
6911,"Goa to Kolkata , 16 May",11:25,20:40,Spicejet,PE,Goa,16,Kolkata ,1,0 days 09:15:00,555.0,6,11,Afternoon_flight,12
6911,"Goa to Kolkata , 16 May",17:35,08:35,Spicejet,PE,Goa,16,Kolkata ,1,-1 days +15:00:00,900.0,6,17,Evening_flight,18
6911,"Goa to Kolkata , 16 May",18:25,09:25,Spicejet,PE,Goa,16,Kolkata ,2,-1 days +15:00:00,900.0,6,18,Evening_flight,19
6911,"Goa to Kolkata , 16 May",15:20,09:25,Spicejet,PE,Goa,16,Kolkata ,1,-1 days +18:05:00,1085.0,6,15,Afternoon_flight,16
6911,"Goa to Kolkata , 16 May",13:30,08:35,Spicejet,PE,Goa,16,Kolkata ,1,-1 days +19:05:00,1145.0,6,13,Afternoon_flight,14
6911,"Goa to Kolkata , 16 May",08:00,09:25,Spicejet,PE,Goa,16,Kolkata ,2,0 days 01:25:00,85.0,6,8,Morning_flight,9
6878,"Goa to Guwahati , 16 May",09:55,20:30,Spicejet,PE,Goa,16,Guwahati ,1,0 days 10:35:00,635.0,6,9,Morning_flight,10
6878,"Goa to Guwahati , 16 May",15:20,10:50,Spicejet,PE,Goa,16,Guwahati ,1,-1 days +19:30:00,1170.0,6,15,Afternoon_flight,16
6878,"Goa to Guwahati , 16 May",15:00,12:45,Spicejet,PE,Goa,16,Guwahati ,1,-1 days +21:45:00,1305.0,6,15,Afternoon_flight,16
6878,"Goa to Guwahati , 16 May",17:35,16:45,Spicejet,PE,Goa,16,Guwahati ,1,-1 days +23:10:00,1390.0,6,17,Evening_flight,18
5867,"Goa to Jaipur , 16 May",17:35,08:05,Spicejet,PE,Goa,16,Jaipur ,1,-1 days +14:30:00,870.0,6,17,Evening_flight,18
5867,"Goa to Jaipur , 16 May",13:30,08:05,Spicejet,PE,Goa,16,Jaipur ,1,-1 days +18:35:00,1115.0,6,13,Afternoon_flight,14
7892,"Goa to Patna , 16 May",15:20,20:10,Spicejet,PE,Goa,16,Patna ,1,0 days 04:50:00,290.0,6,15,Afternoon_flight,16
7892,"Goa to Patna , 16 May",11:25,16:40,Spicejet,PE,Goa,16,Patna ,1,0 days 05:15:00,315.0,6,11,Afternoon_flight,12
7892,"Goa to Patna , 16 May",15:00,20:50,Spicejet,PE,Goa,16,Patna ,1,0 days 05:50:00,350.0,6,15,Afternoon_flight,16
7892,"Goa to Patna , 16 May",09:55,16:55,Spicejet,PE,Goa,16,Patna ,1,0 days 07:00:00,420.0,6,9,Morning_flight,10
7892,"Goa to Patna , 16 May",13:30,21:40,Spicejet,PE,Goa,16,Patna ,1,0 days 08:10:00,490.0,6,13,Afternoon_flight,14
10881,"Goa to Patna , 16 May",18:25,10:10,Spicejet,PE,Goa,16,Patna ,1,-1 days +15:45:00,945.0,6,18,Evening_flight,19
10881,"Goa to Patna , 16 May",08:00,10:10,Spicejet,PE,Goa,16,Patna ,1,0 days 02:10:00,130.0,6,8,Morning_flight,9
11664,"Goa to Bhubaneswar , 16 May",13:20,09:05,Vistara,PE,Goa,16,Bhubaneswar ,2,-1 days +19:45:00,1185.0,6,13,Afternoon_flight,14
10493,"Goa to Bagdogra , 16 May",13:20,09:45,Vistara,PE,Goa,16,Bagdogra ,2,-1 days +20:25:00,1225.0,6,13,Afternoon_flight,14
7520,"Goa to Bagdogra , 16 May",15:20,08:10,Spicejet,PE,Goa,16,Bagdogra ,1,-1 days +16:50:00,1010.0,6,15,Afternoon_flight,16
7520,"Goa to Bagdogra , 16 May",15:00,11:35,Spicejet,PE,Goa,16,Bagdogra ,1,-1 days +20:35:00,1235.0,6,15,Afternoon_flight,16
7520,"Goa to Bagdogra , 16 May",11:25,08:50,Spicejet,PE,Goa,16,Bagdogra ,1,-1 days +21:25:00,1285.0,6,11,Afternoon_flight,12
7520,"Goa to Bagdogra , 16 May",17:35,15:15,Spicejet,PE,Goa,16,Bagdogra ,1,-1 days +21:40:00,1300.0,6,17,Evening_flight,18
7520,"Goa to Bagdogra , 16 May",15:00,15:00,Spicejet,PE,Goa,16,Bagdogra ,1,0 days 00:00:00,0.0,6,15,Afternoon_flight,16
7520,"Goa to Bagdogra , 16 May",09:55,11:35,Spicejet,PE,Goa,16,Bagdogra ,1,0 days 01:40:00,100.0,6,9,Morning_flight,10
7520,"Goa to Bagdogra , 16 May",13:30,15:15,Spicejet,PE,Goa,16,Bagdogra ,1,0 days 01:45:00,105.0,6,13,Afternoon_flight,14
8177,"Goa to Varanasi , 16 May",17:35,08:00,Spicejet,PE,Goa,16,Varanasi ,1,-1 days +14:25:00,865.0,6,17,Evening_flight,18
8177,"Goa to Varanasi , 16 May",15:00,07:45,Spicejet,PE,Goa,16,Varanasi ,1,-1 days +16:45:00,1005.0,6,15,Afternoon_flight,16
8177,"Goa to Varanasi , 16 May",13:30,08:00,Spicejet,PE,Goa,16,Varanasi ,1,-1 days +18:30:00,1110.0,6,13,Afternoon_flight,14
8177,"Goa to Varanasi , 16 May",09:55,07:45,Spicejet,PE,Goa,16,Varanasi ,1,-1 days +21:50:00,1310.0,6,9,Morning_flight,10
7826,"Goa to Srinagar , 16 May",17:35,08:00,Spicejet,PE,Goa,16,Srinagar ,1,-1 days +14:25:00,865.0,6,17,Evening_flight,18
7826,"Goa to Srinagar , 16 May",15:00,08:10,Spicejet,PE,Goa,16,Srinagar ,1,-1 days +17:10:00,1030.0,6,15,Afternoon_flight,16
7826,"Goa to Srinagar , 16 May",13:30,08:00,Spicejet,PE,Goa,16,Srinagar ,1,-1 days +18:30:00,1110.0,6,13,Afternoon_flight,14
7826,"Goa to Srinagar , 16 May",09:55,08:10,Spicejet,PE,Goa,16,Srinagar ,1,-1 days +22:15:00,1335.0,6,9,Morning_flight,10
5443,"Goa to Visakhapatnam , 16 May",18:25,08:30,Spicejet,PE,Goa,16,Visakhapatnam ,1,-1 days +14:05:00,845.0,6,18,Evening_flight,19
5443,"Goa to Visakhapatnam , 16 May",08:00,08:30,Spicejet,PE,Goa,16,Visakhapatnam ,1,0 days 00:30:00,30.0,6,8,Morning_flight,9
10400,"Goa to Amritsar , 16 May",09:55,18:45,Spicejet,PE,Goa,16,Amritsar ,1,0 days 08:50:00,530.0,6,9,Morning_flight,10
11300,"Goa to Raipur , 16 May",13:20,08:20,Vistara,PE,Goa,16,Raipur ,2,-1 days +19:00:00,1140.0,6,13,Afternoon_flight,14
9935,"Goa to Port Blair , 16 May",15:20,09:20,Spicejet,PE,Goa,16,Port Blair ,1,-1 days +18:00:00,1080.0,6,15,Afternoon_flight,16
5637,"Pune to New Delhi , 16 May",13:10,15:25,Vistara,PE,Pune,16,New Delhi ,0,0 days 02:15:00,135.0,6,13,Afternoon_flight,14
5684,"Pune to New Delhi , 16 May",15:50,21:35,Spicejet,PE,Pune,16,New Delhi ,1,0 days 05:45:00,345.0,6,15,Afternoon_flight,16
5910,"Pune to New Delhi , 16 May",08:35,10:40,Spicejet,PE,Pune,16,New Delhi ,0,0 days 02:05:00,125.0,6,8,Morning_flight,9
5910,"Pune to New Delhi , 16 May",17:05,19:25,Spicejet,PE,Pune,16,New Delhi ,0,0 days 02:20:00,140.0,6,17,Evening_flight,18
4953,"Pune to Hyderabad , 16 May",19:30,20:30,Spicejet,PE,Pune,16,Hyderabad ,0,0 days 01:00:00,60.0,6,19,Evening_flight,20
5182,"Pune to Chennai , 16 May",19:30,06:55,Spicejet,PE,Pune,16,Chennai ,1,-1 days +11:25:00,685.0,6,19,Evening_flight,20
5582,"Pune to Chennai , 16 May",19:40,21:25,Spicejet,PE,Pune,16,Chennai ,0,0 days 01:45:00,105.0,6,19,Evening_flight,20
6927,"Pune to Guwahati , 16 May",11:15,20:25,Spicejet,PE,Pune,16,Guwahati ,1,0 days 09:10:00,550.0,6,11,Afternoon_flight,12
6927,"Pune to Guwahati , 16 May",08:35,20:30,Spicejet,PE,Pune,16,Guwahati ,1,0 days 11:55:00,715.0,6,8,Morning_flight,9
6927,"Pune to Guwahati , 16 May",19:40,10:50,Spicejet,PE,Pune,16,Guwahati ,1,-1 days +15:10:00,910.0,6,19,Evening_flight,20
6927,"Pune to Guwahati , 16 May",17:05,12:45,Spicejet,PE,Pune,16,Guwahati ,1,-1 days +19:40:00,1180.0,6,17,Evening_flight,18
6927,"Pune to Guwahati , 16 May",17:05,20:30,Spicejet,PE,Pune,16,Guwahati ,1,0 days 03:25:00,205.0,6,17,Evening_flight,18
5582,"Pune to Jaipur , 16 May",15:50,21:50,Spicejet,PE,Pune,16,Jaipur ,1,0 days 06:00:00,360.0,6,15,Afternoon_flight,16
7944,"Pune to Patna , 16 May",13:10,19:55,Vistara,PE,Pune,16,Patna ,1,0 days 06:45:00,405.0,6,13,Afternoon_flight,14
6891,"Pune to Patna , 16 May",08:35,16:55,Spicejet,PE,Pune,16,Patna ,1,0 days 08:20:00,500.0,6,8,Morning_flight,9
6891,"Pune to Patna , 16 May",17:05,09:00,Spicejet,PE,Pune,16,Patna ,1,-1 days +15:55:00,955.0,6,17,Evening_flight,18
6891,"Pune to Patna , 16 May",15:50,16:15,Spicejet,PE,Pune,16,Patna ,1,0 days 00:25:00,25.0,6,15,Afternoon_flight,16
7071,"Pune to Patna , 16 May",11:15,13:40,Spicejet,PE,Pune,16,Patna ,0,0 days 02:25:00,145.0,6,11,Afternoon_flight,12
10998,"Pune to Patna , 16 May",19:30,10:10,Spicejet,PE,Pune,16,Patna ,1,-1 days +14:40:00,880.0,6,19,Evening_flight,20
7509,"Pune to Bagdogra , 16 May",13:10,09:45,Vistara,PE,Pune,16,Bagdogra ,1,-1 days +20:35:00,1235.0,6,13,Afternoon_flight,14
8009,"Pune to Bagdogra , 16 May",08:35,15:00,Spicejet,PE,Pune,16,Bagdogra ,1,0 days 06:25:00,385.0,6,8,Morning_flight,9
8009,"Pune to Bagdogra , 16 May",17:05,11:35,Spicejet,PE,Pune,16,Bagdogra ,1,-1 days +18:30:00,1110.0,6,17,Evening_flight,18
8009,"Pune to Bagdogra , 16 May",17:05,15:00,Spicejet,PE,Pune,16,Bagdogra ,1,-1 days +21:55:00,1315.0,6,17,Evening_flight,18
8009,"Pune to Bagdogra , 16 May",08:35,11:35,Spicejet,PE,Pune,16,Bagdogra ,1,0 days 03:00:00,180.0,6,8,Morning_flight,9
6144,"Pune to Varanasi , 16 May",17:05,07:45,Spicejet,PE,Pune,16,Varanasi ,1,-1 days +14:40:00,880.0,6,17,Evening_flight,18
6144,"Pune to Varanasi , 16 May",08:35,07:45,Spicejet,PE,Pune,16,Varanasi ,1,-1 days +23:10:00,1390.0,6,8,Morning_flight,9
6842,"Pune to Varanasi , 16 May",13:15,15:25,Spicejet,PE,Pune,16,Varanasi ,0,0 days 02:10:00,130.0,6,13,Afternoon_flight,14
7926,"Pune to Srinagar , 16 May",13:10,12:05,Vistara,PE,Pune,16,Srinagar ,1,-1 days +22:55:00,1375.0,6,13,Afternoon_flight,14
7172,"Pune to Srinagar , 16 May",17:05,08:10,Spicejet,PE,Pune,16,Srinagar ,1,-1 days +15:05:00,905.0,6,17,Evening_flight,18
7172,"Pune to Srinagar , 16 May",17:05,11:55,Spicejet,PE,Pune,16,Srinagar ,1,-1 days +18:50:00,1130.0,6,17,Evening_flight,18
7172,"Pune to Srinagar , 16 May",17:05,12:45,Spicejet,PE,Pune,16,Srinagar ,1,-1 days +19:40:00,1180.0,6,17,Evening_flight,18
7172,"Pune to Srinagar , 16 May",17:05,16:10,Spicejet,PE,Pune,16,Srinagar ,1,-1 days +23:05:00,1385.0,6,17,Evening_flight,18
7172,"Pune to Srinagar , 16 May",08:35,08:10,Spicejet,PE,Pune,16,Srinagar ,1,-1 days +23:35:00,1415.0,6,8,Morning_flight,9
6106,"Pune to Visakhapatnam , 16 May",19:30,08:30,Spicejet,PE,Pune,16,Visakhapatnam ,1,-1 days +13:00:00,780.0,6,19,Evening_flight,20
8308,"Pune to Ranchi , 16 May",13:10,19:40,Vistara,PE,Pune,16,Ranchi ,1,0 days 06:30:00,390.0,6,13,Afternoon_flight,14
6065,"Pune to Amritsar , 16 May",08:35,18:45,Spicejet,PE,Pune,16,Amritsar ,1,0 days 10:10:00,610.0,6,8,Morning_flight,9
6065,"Pune to Amritsar , 16 May",17:05,18:45,Spicejet,PE,Pune,16,Amritsar ,1,0 days 01:40:00,100.0,6,17,Evening_flight,18
6339,"Guwahati to New Delhi , 16 May",12:40,15:35,Vistara,PE,Guwahati,16,New Delhi ,0,0 days 02:55:00,175.0,6,12,Afternoon_flight,13
6494,"Guwahati to New Delhi , 16 May",06:45,11:20,Spicejet,PE,Guwahati,16,New Delhi ,1,0 days 04:35:00,275.0,6,6,Morning_flight,7
6938,"Guwahati to New Delhi , 16 May",21:00,23:35,Spicejet,PE,Guwahati,16,New Delhi ,0,0 days 02:35:00,155.0,6,21,Night_flight,22
6938,"Guwahati to New Delhi , 16 May",16:00,18:40,Spicejet,PE,Guwahati,16,New Delhi ,0,0 days 02:40:00,160.0,6,16,Evening_flight,17
6745,"Guwahati to Mumbai , 16 May",06:45,12:00,Spicejet,PE,Guwahati,16,Mumbai ,1,0 days 05:15:00,315.0,6,6,Morning_flight,7
6745,"Guwahati to Mumbai , 16 May",19:55,08:20,Spicejet,PE,Guwahati,16,Mumbai ,1,-1 days +12:25:00,745.0,6,19,Evening_flight,20
6745,"Guwahati to Mumbai , 16 May",21:00,09:35,Spicejet,PE,Guwahati,16,Mumbai ,1,-1 days +12:35:00,755.0,6,21,Night_flight,22
6745,"Guwahati to Mumbai , 16 May",16:00,09:35,Spicejet,PE,Guwahati,16,Mumbai ,1,-1 days +17:35:00,1055.0,6,16,Evening_flight,17
6745,"Guwahati to Mumbai , 16 May",11:20,10:35,Spicejet,PE,Guwahati,16,Mumbai ,1,-1 days +23:15:00,1395.0,6,11,Afternoon_flight,12
7238,"Guwahati to Mumbai , 16 May",17:15,20:25,Spicejet,PE,Guwahati,16,Mumbai ,0,0 days 03:10:00,190.0,6,17,Evening_flight,18
7238,"Guwahati to Mumbai , 16 May",16:00,22:05,Spicejet,PE,Guwahati,16,Mumbai ,1,0 days 06:05:00,365.0,6,16,Evening_flight,17
7743,"Guwahati to Bengaluru , 16 May",17:15,23:30,Spicejet,PE,Guwahati,16,Bengaluru ,1,0 days 06:15:00,375.0,6,17,Evening_flight,18
7743,"Guwahati to Bengaluru , 16 May",06:45,13:20,Spicejet,PE,Guwahati,16,Bengaluru ,1,0 days 06:35:00,395.0,6,6,Morning_flight,7
7743,"Guwahati to Bengaluru , 16 May",16:00,22:55,Spicejet,PE,Guwahati,16,Bengaluru ,1,0 days 06:55:00,415.0,6,16,Evening_flight,17
7743,"Guwahati to Bengaluru , 16 May",19:55,06:50,Spicejet,PE,Guwahati,16,Bengaluru ,1,-1 days +10:55:00,655.0,6,19,Evening_flight,20
7743,"Guwahati to Bengaluru , 16 May",21:00,08:50,Spicejet,PE,Guwahati,16,Bengaluru ,1,-1 days +11:50:00,710.0,6,21,Night_flight,22
6686,"Guwahati to Hyderabad , 16 May",16:00,22:30,Spicejet,PE,Guwahati,16,Hyderabad ,1,0 days 06:30:00,390.0,6,16,Evening_flight,17
6686,"Guwahati to Hyderabad , 16 May",19:55,07:30,Spicejet,PE,Guwahati,16,Hyderabad ,1,-1 days +11:35:00,695.0,6,19,Evening_flight,20
6686,"Guwahati to Hyderabad , 16 May",21:00,22:30,Spicejet,PE,Guwahati,16,Hyderabad ,1,0 days 01:30:00,90.0,6,21,Night_flight,22
11195,"Guwahati to Hyderabad , 16 May",06:45,19:35,Spicejet,PE,Guwahati,16,Hyderabad ,1,0 days 12:50:00,770.0,6,6,Morning_flight,7
7743,"Guwahati to Chennai , 16 May",21:00,09:10,Spicejet,PE,Guwahati,16,Chennai ,1,-1 days +12:10:00,730.0,6,21,Night_flight,22
7743,"Guwahati to Chennai , 16 May",06:45,23:10,Spicejet,PE,Guwahati,16,Chennai ,1,0 days 16:25:00,985.0,6,6,Morning_flight,7
7743,"Guwahati to Chennai , 16 May",16:00,09:10,Spicejet,PE,Guwahati,16,Chennai ,1,-1 days +17:10:00,1030.0,6,16,Evening_flight,17
8338,"Guwahati to Chennai , 16 May",19:55,22:35,Spicejet,PE,Guwahati,16,Chennai ,0,0 days 02:40:00,160.0,6,19,Evening_flight,20
5066,"Guwahati to Kolkata , 16 May",13:15,10:00,Spicejet,PE,Guwahati,16,Kolkata ,1,-1 days +20:45:00,1245.0,6,13,Afternoon_flight,14
6268,"Guwahati to Goa , 16 May",21:00,09:25,Spicejet,PE,Guwahati,16,Goa ,1,-1 days +12:25:00,745.0,6,21,Night_flight,22
6268,"Guwahati to Goa , 16 May",16:00,09:25,Spicejet,PE,Guwahati,16,Goa ,1,-1 days +17:25:00,1045.0,6,16,Evening_flight,17
6268,"Guwahati to Goa , 16 May",19:55,14:50,Spicejet,PE,Guwahati,16,Goa ,1,-1 days +18:55:00,1135.0,6,19,Evening_flight,20
6268,"Guwahati to Goa , 16 May",17:15,13:00,Spicejet,PE,Guwahati,16,Goa ,1,-1 days +19:45:00,1185.0,6,17,Evening_flight,18
8320,"Guwahati to Pune , 16 May",12:40,12:35,Vistara,PE,Guwahati,16,Pune ,1,-1 days +23:55:00,1435.0,6,12,Afternoon_flight,13
6713,"Guwahati to Pune , 16 May",06:45,16:25,Spicejet,PE,Guwahati,16,Pune ,1,0 days 09:40:00,580.0,6,6,Morning_flight,7
6713,"Guwahati to Pune , 16 May",21:00,10:45,Spicejet,PE,Guwahati,16,Pune ,1,-1 days +13:45:00,825.0,6,21,Night_flight,22
6713,"Guwahati to Pune , 16 May",19:55,11:35,Spicejet,PE,Guwahati,16,Pune ,1,-1 days +15:40:00,940.0,6,19,Evening_flight,20
