,Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
0," 4,428","New Delhi to Mumbai , 27 May",16:55,21:10,1 stop via Lucknow,Go Air,2021-05-08 16:42:22.366455
1," 4,428","New Delhi to Mumbai , 27 May",16:45,21:40,1 stop via Ahmedabad,Go Air,2021-05-08 16:42:22.366455
2," 4,428","New Delhi to Mumbai , 27 May",12:10,17:45,1 stop via Goa,IndiGo,2021-05-08 16:42:22.366455
3," 4,428","New Delhi to Mumbai , 27 May",16:30,22:10,1 stop via Lucknow,IndiGo,2021-05-08 16:42:22.366455
4," 4,428","New Delhi to Mumbai , 27 May",11:00,16:45,1 stop via Patna,Go Air,2021-05-08 16:42:22.366455
5," 4,428","New Delhi to Mumbai , 27 May",12:00,17:50,1 stop via Lucknow,Go Air,2021-05-08 16:42:22.366455
6," 4,428","New Delhi to Mumbai , 27 May",05:20,11:15,1 stop via Srinagar,Go Air,2021-05-08 16:42:22.366455
7," 4,428","New Delhi to Mumbai , 27 May",10:00,15:55,1 stop via Varanasi,IndiGo,2021-05-08 16:42:22.366455
8," 4,428","New Delhi to Mumbai , 27 May",11:35,17:35,1 stop via Hyderabad,IndiGo,2021-05-08 16:42:22.366455
9," 4,428","New Delhi to Mumbai , 27 May",13:35,19:40,1 stop via Hyderabad,IndiGo,2021-05-08 16:42:22.366455
10," 4,428","New Delhi to Mumbai , 27 May",15:30,21:35,1 stop via Ranchi,Go Air,2021-05-08 16:42:22.366455
11," 4,428","New Delhi to Mumbai , 27 May",14:10,20:55,1 stop via Raipur,IndiGo,2021-05-08 16:42:22.366455
12," 4,428","New Delhi to Mumbai , 27 May",09:45,17:35,1 stop via Hyderabad,IndiGo,2021-05-08 16:42:22.366455
13," 4,428","New Delhi to Mumbai , 27 May",08:10,16:15,1 stop via Lucknow,IndiGo,2021-05-08 16:42:22.366455
14," 4,428","New Delhi to Mumbai , 27 May",13:45,22:20,"2 stop via Srinagar,Chandigarh",Go Air,2021-05-08 16:42:22.366455
15," 4,428","New Delhi to Mumbai , 27 May",20:50,06:20,1 stop via Bengaluru,AirAsia,2021-05-08 16:42:22.366455
16," 4,428","New Delhi to Mumbai , 27 May",05:55,16:45,1 stop via Patna,Go Air,2021-05-08 16:42:22.366455
17," 4,428","New Delhi to Mumbai , 27 May",12:35,00:20,1 stop via Kolkata,AirAsia,2021-05-08 16:42:22.366455
18," 4,428","New Delhi to Mumbai , 27 May",08:45,21:35,1 stop via Ranchi,Go Air,2021-05-08 16:42:22.366455
19," 4,428","New Delhi to Mumbai , 27 May",16:05,06:20,1 stop via Bengaluru,AirAsia,2021-05-08 16:42:22.366455
20," 4,429","New Delhi to Mumbai , 27 May",12:00,18:40,1 stop via Goa,Go Air,2021-05-08 16:42:22.366455
21," 4,429","New Delhi to Mumbai , 27 May",10:40,18:40,1 stop via Goa,Go Air,2021-05-08 16:42:22.366455
22," 4,694","New Delhi to Mumbai , 27 May",06:50,08:55,Non stop,Go Air,2021-05-08 16:42:22.366455
23," 4,694","New Delhi to Mumbai , 27 May",08:00,10:05,Non stop,Go Air,2021-05-08 16:42:22.366455
24," 4,694","New Delhi to Mumbai , 27 May",18:40,20:45,Non stop,Go Air,2021-05-08 16:42:22.366455
25," 4,694","New Delhi to Mumbai , 27 May",20:50,22:55,Non stop,Go Air,2021-05-08 16:42:22.366455
26," 4,695","New Delhi to Mumbai , 27 May",07:00,09:05,Non stop,Air India,2021-05-08 16:42:22.366455
27," 4,695","New Delhi to Mumbai , 27 May",15:45,17:50,Non stop,IndiGo,2021-05-08 16:42:22.366455
28," 4,695","New Delhi to Mumbai , 27 May",06:10,08:20,Non stop,IndiGo,2021-05-08 16:42:22.366455
29," 4,695","New Delhi to Mumbai , 27 May",08:00,10:10,Non stop,Air India,2021-05-08 16:42:22.366455
30," 5,728","New Delhi to Bengaluru , 27 May",15:25,20:45,1 stop via Pune,AirAsia,2021-05-08 16:43:08.452556
31," 5,728","New Delhi to Bengaluru , 27 May",12:40,18:20,1 stop via Goa,AirAsia,2021-05-08 16:43:08.452556
32," 5,728","New Delhi to Bengaluru , 27 May",07:30,13:55,1 stop via Guwahati,AirAsia,2021-05-08 16:43:08.452556
33," 5,728","New Delhi to Bengaluru , 27 May",11:55,18:20,1 stop via Goa,AirAsia,2021-05-08 16:43:08.452556
34," 5,728","New Delhi to Bengaluru , 27 May",12:35,19:05,1 stop via Kolkata,AirAsia,2021-05-08 16:43:08.452556
35," 5,728","New Delhi to Bengaluru , 27 May",04:55,11:30,1 stop via Kolkata,AirAsia,2021-05-08 16:43:08.452556
36," 5,728","New Delhi to Bengaluru , 27 May",09:25,16:45,1 stop via Ranchi,AirAsia,2021-05-08 16:43:08.452556
37," 5,728","New Delhi to Bengaluru , 27 May",10:05,18:10,1 stop via Bagdogra,AirAsia,2021-05-08 16:43:08.452556
38," 5,728","New Delhi to Bengaluru , 27 May",05:35,15:40,1 stop via Hyderabad,AirAsia,2021-05-08 16:43:08.452556
39," 5,728","New Delhi to Bengaluru , 27 May",10:30,20:55,1 stop via Ahmedabad,AirAsia,2021-05-08 16:43:08.452556
40," 5,728","New Delhi to Bengaluru , 27 May",05:35,16:20,1 stop via Indore,AirAsia,2021-05-08 16:43:08.452556
41," 5,728","New Delhi to Bengaluru , 27 May",07:30,19:05,"3 stop via Guwahati,Imphal,Kolkata",AirAsia,2021-05-08 16:43:08.452556
42," 5,728","New Delhi to Bengaluru , 27 May",19:45,08:40,1 stop via Kochi,AirAsia,2021-05-08 16:43:08.452556
43," 5,728","New Delhi to Bengaluru , 27 May",07:40,21:45,1 stop via Bhubaneswar,AirAsia,2021-05-08 16:43:08.452556
44," 5,729","New Delhi to Bengaluru , 27 May",07:00,12:45,1 stop via Goa,Spicejet,2021-05-08 16:43:08.452556
45," 5,729","New Delhi to Bengaluru , 27 May",07:25,13:20,1 stop via Patna,Spicejet,2021-05-08 16:43:08.452556
46," 5,730","New Delhi to Bengaluru , 27 May",15:45,20:50,1 stop via Mumbai,IndiGo,2021-05-08 16:43:08.452556
47," 5,730","New Delhi to Bengaluru , 27 May",13:35,18:50,1 stop via Hyderabad,IndiGo,2021-05-08 16:43:08.452556
48," 5,730","New Delhi to Bengaluru , 27 May",06:45,12:20,1 stop via Gorakhpur,IndiGo,2021-05-08 16:43:08.452556
49," 5,730","New Delhi to Bengaluru , 27 May",08:55,14:30,1 stop via Patna,IndiGo,2021-05-08 16:43:08.452556
50," 5,730","New Delhi to Bengaluru , 27 May",03:00,08:40,1 stop via Kolkata,IndiGo,2021-05-08 16:43:08.452556
51," 5,730","New Delhi to Bengaluru , 27 May",10:00,15:45,1 stop via Varanasi,IndiGo,2021-05-08 16:43:08.452556
52," 5,730","New Delhi to Bengaluru , 27 May",11:35,17:25,1 stop via Hyderabad,IndiGo,2021-05-08 16:43:08.452556
53," 5,730","New Delhi to Bengaluru , 27 May",09:30,15:30,1 stop via Mumbai,IndiGo,2021-05-08 16:43:08.452556
54," 5,730","New Delhi to Bengaluru , 27 May",14:45,21:05,1 stop via Kolkata,IndiGo,2021-05-08 16:43:08.452556
55," 5,730","New Delhi to Bengaluru , 27 May",15:55,23:00,1 stop via Ranchi,IndiGo,2021-05-08 16:43:08.452556
56," 5,732","New Delhi to Bengaluru , 27 May",12:35,17:35,1 stop via Patna,Go Air,2021-05-08 16:43:08.452556
57," 5,732","New Delhi to Bengaluru , 27 May",16:45,21:55,1 stop via Ahmedabad,Go Air,2021-05-08 16:43:08.452556
58," 5,732","New Delhi to Bengaluru , 27 May",11:00,17:35,1 stop via Patna,Go Air,2021-05-08 16:43:08.452556
59," 5,954","New Delhi to Bengaluru , 27 May",05:50,08:25,Non stop,Go Air,2021-05-08 16:43:08.452556
60," 4,464","New Delhi to Hyderabad , 27 May",12:00,17:30,1 stop via Goa,Go Air,2021-05-08 16:43:31.546805
61," 4,464","New Delhi to Hyderabad , 27 May",14:50,20:40,1 stop via Jharsuguda,Spicejet,2021-05-08 16:43:31.546805
62," 4,464","New Delhi to Hyderabad , 27 May",10:40,17:30,1 stop via Goa,Go Air,2021-05-08 16:43:31.546805
63," 4,464","New Delhi to Hyderabad , 27 May",08:40,20:30,1 stop via Pune,Spicejet,2021-05-08 16:43:31.546805
64," 4,464","New Delhi to Hyderabad , 27 May",18:55,07:30,1 stop via Chennai,Spicejet,2021-05-08 16:43:31.546805
65," 4,464","New Delhi to Hyderabad , 27 May",06:10,20:10,1 stop via Chennai,Spicejet,2021-05-08 16:43:31.546805
66," 4,465","New Delhi to Hyderabad , 27 May",12:10,16:40,1 stop via Ahmedabad,IndiGo,2021-05-08 16:43:31.546805
67," 4,465","New Delhi to Hyderabad , 27 May",16:30,21:10,1 stop via Lucknow,IndiGo,2021-05-08 16:43:31.546805
68," 4,465","New Delhi to Hyderabad , 27 May",15:55,21:00,1 stop via Ranchi,IndiGo,2021-05-08 16:43:31.546805
69," 4,465","New Delhi to Hyderabad , 27 May",06:05,11:15,1 stop via Bhubaneswar,IndiGo,2021-05-08 16:43:31.546805
70," 4,465","New Delhi to Hyderabad , 27 May",06:10,12:05,1 stop via Mumbai,IndiGo,2021-05-08 16:43:31.546805
71," 4,465","New Delhi to Hyderabad , 27 May",12:40,19:05,1 stop via Patna,IndiGo,2021-05-08 16:43:31.546805
72," 4,465","New Delhi to Hyderabad , 27 May",09:15,15:45,1 stop via Bengaluru,AirAsia,2021-05-08 16:43:31.546805
73," 4,465","New Delhi to Hyderabad , 27 May",12:40,19:15,1 stop via Goa,AirAsia,2021-05-08 16:43:31.546805
74," 4,465","New Delhi to Hyderabad , 27 May",06:40,13:45,1 stop via Patna,IndiGo,2021-05-08 16:43:31.546805
75," 4,465","New Delhi to Hyderabad , 27 May",11:55,19:15,1 stop via Goa,AirAsia,2021-05-08 16:43:31.546805
76," 4,465","New Delhi to Hyderabad , 27 May",14:10,22:40,1 stop via Raipur,IndiGo,2021-05-08 16:43:31.546805
77," 4,465","New Delhi to Hyderabad , 27 May",22:15,08:05,1 stop via Jaipur,IndiGo,2021-05-08 16:43:31.546805
78," 4,465","New Delhi to Hyderabad , 27 May",20:50,08:40,1 stop via Bengaluru,AirAsia,2021-05-08 16:43:31.546805
79," 4,694","New Delhi to Hyderabad , 27 May",07:40,09:40,Non stop,Go Air,2021-05-08 16:43:31.546805
80," 4,694","New Delhi to Hyderabad , 27 May",20:55,22:55,Non stop,Go Air,2021-05-08 16:43:31.546805
81," 4,695","New Delhi to Hyderabad , 27 May",17:15,19:25,Non stop,IndiGo,2021-05-08 16:43:31.546805
82," 4,695","New Delhi to Hyderabad , 27 May",19:15,21:25,Non stop,IndiGo,2021-05-08 16:43:31.546805
83," 4,695","New Delhi to Hyderabad , 27 May",20:20,22:30,Non stop,Spicejet,2021-05-08 16:43:31.546805
