Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
" 6,727","Bengaluru to New Delhi , 23 May",17:45,20:20,Non stop,Vistara,2021-05-15 15:03:32.368683
" 6,686","Bengaluru to New Delhi , 23 May",19:55,00:50,1 stop via Chennai,Spicejet,2021-05-15 15:03:32.368683
" 6,686","Bengaluru to New Delhi , 23 May",14:15,19:35,1 stop via Jharsuguda,Spicejet,2021-05-15 15:03:32.368683
" 6,916","Bengaluru to New Delhi , 23 May",05:55,08:40,Non stop,Spicejet,2021-05-15 15:03:32.368683
" 6,916","Bengaluru to New Delhi , 23 May",20:25,23:25,Non stop,Spicejet,2021-05-15 15:03:32.368683
" 4,711","Bengaluru to Mumbai , 23 May",16:30,18:10,Non stop,Vistara,2021-05-15 15:04:17.877407
" 4,800","Bengaluru to Mumbai , 23 May",09:50,14:55,1 stop via Goa,Spicejet,2021-05-15 15:04:17.877407
" 5,026","Bengaluru to Mumbai , 23 May",19:05,21:05,Non stop,Spicejet,2021-05-15 15:04:17.877407
" 4,698","Bengaluru to Hyderabad , 23 May",17:00,22:05,1 stop via Mangalore,Spicejet,2021-05-15 15:05:25.971370
" 4,068","Bengaluru to Chennai , 23 May",19:55,20:55,Non stop,Spicejet,2021-05-15 15:05:48.963217
" 8,965","Bengaluru to Kolkata , 23 May",17:45,09:35,1 stop via New Delhi,Vistara,2021-05-15 15:06:11.911264
" 5,451","Bengaluru to Kolkata , 23 May",18:05,20:40,Non stop,Spicejet,2021-05-15 15:06:11.911264
" 5,451","Bengaluru to Kolkata , 23 May",05:15,08:00,Non stop,Spicejet,2021-05-15 15:06:11.911264
" 5,557","Bengaluru to Kolkata , 23 May",20:25,08:05,1 stop via New Delhi,Spicejet,2021-05-15 15:06:11.911264
" 5,662","Bengaluru to Kolkata , 23 May",12:35,18:05,1 stop via Darbhanga,Spicejet,2021-05-15 15:06:11.911264
" 4,699","Bengaluru to Goa , 23 May",09:50,11:05,Non stop,Spicejet,2021-05-15 15:07:01.886794
" 7,092","Bengaluru to Guwahati , 23 May",14:10,20:25,1 stop via Patna,Spicejet,2021-05-15 15:07:47.406675
" 7,092","Bengaluru to Guwahati , 23 May",05:55,12:45,1 stop via New Delhi,Spicejet,2021-05-15 15:07:47.406675
" 6,988","Bengaluru to Jaipur , 23 May",17:20,22:30,1 stop via Ahmedabad,Spicejet,2021-05-15 15:08:33.189093
" 6,988","Bengaluru to Jaipur , 23 May",19:05,08:05,1 stop via Mumbai,Spicejet,2021-05-15 15:08:33.189093
" 6,690","Bengaluru to Patna , 23 May",05:55,16:55,1 stop via New Delhi,Spicejet,2021-05-15 15:08:56.101039
" 6,690","Bengaluru to Patna , 23 May",20:25,09:00,1 stop via New Delhi,Spicejet,2021-05-15 15:08:56.101039
" 6,690","Bengaluru to Patna , 23 May",19:05,21:40,1 stop via Mumbai,Spicejet,2021-05-15 15:08:56.101039
" 6,917","Bengaluru to Patna , 23 May",14:10,16:40,Non stop,Spicejet,2021-05-15 15:08:56.101039
" 14,713","Bengaluru to Thiruvananthapuram , 23 May",16:30,12:15,"2 stop via Mumbai,New Delhi",Vistara,2021-05-15 15:09:19.033222
" 8,966","Bengaluru to Bhubaneswar , 23 May",17:45,09:05,1 stop via New Delhi,Vistara,2021-05-15 15:09:35.902452
" 8,068","Bengaluru to Bagdogra , 23 May",17:45,09:45,1 stop via New Delhi,Vistara,2021-05-15 15:10:21.472261
" 7,262","Bengaluru to Bagdogra , 23 May",05:15,12:50,1 stop via Kolkata,Spicejet,2021-05-15 15:10:21.472261
" 8,053","Bengaluru to Bagdogra , 23 May",05:55,08:50,Non stop,Spicejet,2021-05-15 15:10:21.472261
" 8,148","Bengaluru to Varanasi , 23 May",05:55,18:20,1 stop via New Delhi,Spicejet,2021-05-15 15:11:07.077923
" 8,148","Bengaluru to Varanasi , 23 May",19:05,08:00,1 stop via Mumbai,Spicejet,2021-05-15 15:11:07.077923
" 8,148","Bengaluru to Varanasi , 23 May",20:25,18:20,1 stop via New Delhi,Spicejet,2021-05-15 15:11:07.077923
" 8,582","Bengaluru to Srinagar , 23 May",17:45,12:05,1 stop via New Delhi,Vistara,2021-05-15 15:12:15.366097
" 7,739","Bengaluru to Srinagar , 23 May",05:55,11:55,1 stop via New Delhi,Spicejet,2021-05-15 15:12:15.366097
" 7,739","Bengaluru to Srinagar , 23 May",20:25,08:10,1 stop via New Delhi,Spicejet,2021-05-15 15:12:15.366097
" 7,218","Bengaluru to Amritsar , 23 May",05:55,20:50,1 stop via New Delhi,Spicejet,2021-05-15 15:13:23.401441
" 7,218","Bengaluru to Amritsar , 23 May",14:10,11:25,1 stop via Patna,Spicejet,2021-05-15 15:13:23.401441
" 7,218","Bengaluru to Amritsar , 23 May",20:25,20:50,1 stop via New Delhi,Spicejet,2021-05-15 15:13:23.401441
" 7,218","Bengaluru to Amritsar , 23 May",17:20,18:35,1 stop via Ahmedabad,Spicejet,2021-05-15 15:13:23.401441
" 7,473","Bengaluru to Chandigarh , 23 May",17:45,14:45,1 stop via New Delhi,Vistara,2021-05-15 15:13:46.604192
" 7,692","Bengaluru to Chandigarh , 23 May",16:30,12:20,1 stop via Mumbai,Vistara,2021-05-15 15:13:46.604192
" 8,601","Bengaluru to Raipur , 23 May",17:45,08:20,1 stop via New Delhi,Vistara,2021-05-15 15:14:10.298240
" 11,946","Bengaluru to Raipur , 23 May",16:30,08:20,"2 stop via Mumbai,New Delhi",Vistara,2021-05-15 15:14:10.298240
" 4,068","Bengaluru to Mangalore , 23 May",07:15,08:05,Non stop,Spicejet,2021-05-15 15:14:33.088570
" 4,068","Bengaluru to Mangalore , 23 May",17:00,18:10,Non stop,Spicejet,2021-05-15 15:14:33.088570
" 11,182","Bengaluru to Port Blair , 23 May",19:55,09:20,1 stop via Chennai,Spicejet,2021-05-15 15:14:55.917885
" 5,497","Hyderabad to New Delhi , 23 May",17:40,19:55,Non stop,Vistara,2021-05-15 15:15:53.722459
" 5,547","Hyderabad to New Delhi , 23 May",07:00,19:25,1 stop via Pune,Spicejet,2021-05-15 15:15:53.722459
" 5,547","Hyderabad to New Delhi , 23 May",05:55,00:50,1 stop via Chennai,Spicejet,2021-05-15 15:15:53.722459
" 5,770","Hyderabad to New Delhi , 23 May",21:05,23:30,Non stop,Spicejet,2021-05-15 15:15:53.722459
" 5,770","Hyderabad to New Delhi , 23 May",07:00,10:40,1 stop via Pune,Spicejet,2021-05-15 15:15:53.722459
" 8,170","Hyderabad to Mumbai , 23 May",17:40,15:00,1 stop via New Delhi,Vistara,2021-05-15 15:16:16.674924
" 4,812","Hyderabad to Mumbai , 23 May",19:25,12:00,1 stop via Kolkata,Spicejet,2021-05-15 15:16:16.674924
" 4,812","Hyderabad to Bengaluru , 23 May",18:40,09:25,1 stop via Mangalore,Spicejet,2021-05-15 15:16:38.088469
" 4,510","Hyderabad to Chennai , 23 May",05:55,06:55,Non stop,Spicejet,2021-05-15 15:17:11.997396
" 4,510","Hyderabad to Chennai , 23 May",20:40,22:05,Non stop,Spicejet,2021-05-15 15:17:11.997396
" 8,168","Hyderabad to Kolkata , 23 May",17:40,09:35,1 stop via New Delhi,Vistara,2021-05-15 15:17:34.764060
" 5,213","Hyderabad to Kolkata , 23 May",08:35,18:05,1 stop via Darbhanga,Spicejet,2021-05-15 15:17:34.764060
" 5,443","Hyderabad to Kolkata , 23 May",19:25,21:15,Non stop,Spicejet,2021-05-15 15:17:34.764060
" 4,812","Hyderabad to Goa , 23 May",13:25,14:50,Non stop,Spicejet,2021-05-15 15:18:20.439578
" 4,812","Hyderabad to Goa , 23 May",06:05,07:40,Non stop,Spicejet,2021-05-15 15:18:20.439578
" 5,443","Hyderabad to Pune , 23 May",07:00,08:05,Non stop,Spicejet,2021-05-15 15:18:43.260939
" 6,515","Hyderabad to Guwahati , 23 May",05:55,10:50,1 stop via Chennai,Spicejet,2021-05-15 15:19:06.226909
" 6,515","Hyderabad to Guwahati , 23 May",08:10,20:25,1 stop via Patna,Spicejet,2021-05-15 15:19:06.226909
" 6,515","Hyderabad to Guwahati , 23 May",20:40,10:50,1 stop via Chennai,Spicejet,2021-05-15 15:19:06.226909
" 6,515","Hyderabad to Guwahati , 23 May",21:05,12:45,1 stop via New Delhi,Spicejet,2021-05-15 15:19:06.226909
" 6,515","Hyderabad to Guwahati , 23 May",21:05,20:30,1 stop via New Delhi,Spicejet,2021-05-15 15:19:06.226909
" 5,547","Hyderabad to Patna , 23 May",21:05,09:00,1 stop via New Delhi,Spicejet,2021-05-15 15:20:14.528188
" 5,547","Hyderabad to Patna , 23 May",16:50,17:55,1 stop via Jharsuguda,Spicejet,2021-05-15 15:20:14.528188
" 5,770","Hyderabad to Patna , 23 May",08:10,10:10,Non stop,Spicejet,2021-05-15 15:20:14.528188
" 8,168","Hyderabad to Bhubaneswar , 23 May",17:40,09:05,1 stop via New Delhi,Vistara,2021-05-15 15:20:59.937637
" 7,369","Hyderabad to Bagdogra , 23 May",17:40,09:45,1 stop via New Delhi,Vistara,2021-05-15 15:21:46.224647
" 6,575","Hyderabad to Bagdogra , 23 May",19:25,08:25,1 stop via Kolkata,Spicejet,2021-05-15 15:21:46.224647
" 6,575","Hyderabad to Bagdogra , 23 May",21:05,11:35,1 stop via New Delhi,Spicejet,2021-05-15 15:21:46.224647
" 6,575","Hyderabad to Bagdogra , 23 May",19:25,12:50,1 stop via Kolkata,Spicejet,2021-05-15 15:21:46.224647
" 6,575","Hyderabad to Bagdogra , 23 May",21:05,15:00,1 stop via New Delhi,Spicejet,2021-05-15 15:21:46.224647
" 6,932","Hyderabad to Varanasi , 23 May",21:05,18:20,1 stop via New Delhi,Spicejet,2021-05-15 15:22:31.830216
" 7,786","Hyderabad to Srinagar , 23 May",17:40,12:05,1 stop via New Delhi,Vistara,2021-05-15 15:23:33.381420
" 5,962","Hyderabad to Srinagar , 23 May",21:05,08:10,1 stop via New Delhi,Spicejet,2021-05-15 15:23:33.381420
" 4,510","Hyderabad to Visakhapatnam , 23 May",06:45,08:30,Non stop,Spicejet,2021-05-15 15:23:57.595917
" 7,223","Hyderabad to Amritsar , 23 May",17:40,14:50,1 stop via New Delhi,Vistara,2021-05-15 15:24:37.492615
" 6,639","Hyderabad to Amritsar , 23 May",21:05,20:50,1 stop via New Delhi,Spicejet,2021-05-15 15:24:37.492615
" 6,639","Hyderabad to Amritsar , 23 May",08:10,11:25,1 stop via Patna,Spicejet,2021-05-15 15:24:37.492615
" 6,678","Hyderabad to Chandigarh , 23 May",17:40,14:45,1 stop via New Delhi,Vistara,2021-05-15 15:25:00.349599
" 7,804","Hyderabad to Raipur , 23 May",17:40,08:20,1 stop via New Delhi,Vistara,2021-05-15 15:25:23.060599
" 4,871","Hyderabad to Mangalore , 23 May",18:40,20:15,Non stop,Spicejet,2021-05-15 15:25:40.066081
" 6,927","Chennai to New Delhi , 23 May",17:25,20:10,Non stop,Vistara,2021-05-15 15:26:57.702113
" 6,550","Chennai to New Delhi , 23 May",17:50,23:10,1 stop via Patna,Spicejet,2021-05-15 15:26:57.702113
" 6,550","Chennai to New Delhi , 23 May",06:25,12:30,1 stop via Mumbai,Spicejet,2021-05-15 15:26:57.702113
" 6,550","Chennai to New Delhi , 23 May",13:10,19:35,1 stop via Jharsuguda,Spicejet,2021-05-15 15:26:57.702113
" 6,779","Chennai to New Delhi , 23 May",07:05,09:50,Non stop,Spicejet,2021-05-15 15:26:57.702113
" 6,779","Chennai to New Delhi , 23 May",22:05,00:50,Non stop,Spicejet,2021-05-15 15:26:57.702113
" 12,695","Chennai to Mumbai , 23 May",17:25,15:00,1 stop via New Delhi,Vistara,2021-05-15 15:27:20.671642
" 5,295","Chennai to Mumbai , 23 May",13:30,19:10,1 stop via Goa,Spicejet,2021-05-15 15:27:20.671642
" 5,295","Chennai to Mumbai , 23 May",18:05,06:35,1 stop via Ahmedabad,Spicejet,2021-05-15 15:27:20.671642
" 5,295","Chennai to Mumbai , 23 May",07:50,21:05,1 stop via Bengaluru,Spicejet,2021-05-15 15:27:20.671642
" 5,519","Chennai to Mumbai , 23 May",06:25,08:20,Non stop,Spicejet,2021-05-15 15:27:20.671642
" 5,519","Chennai to Mumbai , 23 May",21:55,23:50,Non stop,Spicejet,2021-05-15 15:27:20.671642
" 3,931","Chennai to Bengaluru , 23 May",07:50,09:05,Non stop,Spicejet,2021-05-15 15:27:43.743397
" 4,258","Chennai to Hyderabad , 23 May",06:15,07:30,Non stop,Spicejet,2021-05-15 15:28:06.677099
" 4,258","Chennai to Hyderabad , 23 May",21:20,22:45,Non stop,Spicejet,2021-05-15 15:28:06.677099
" 11,854","Chennai to Kolkata , 23 May",17:25,09:35,1 stop via New Delhi,Vistara,2021-05-15 15:28:43.497843
" 4,680","Chennai to Kolkata , 23 May",07:50,20:40,1 stop via Bengaluru,Spicejet,2021-05-15 15:28:43.497843
" 4,963","Chennai to Goa , 23 May",06:15,14:50,1 stop via Hyderabad,Spicejet,2021-05-15 15:29:29.420453
" 4,963","Chennai to Goa , 23 May",21:20,07:40,1 stop via Hyderabad,Spicejet,2021-05-15 15:29:29.420453
" 4,963","Chennai to Goa , 23 May",21:20,14:50,1 stop via Hyderabad,Spicejet,2021-05-15 15:29:29.420453
" 4,963","Chennai to Goa , 23 May",06:15,07:40,1 stop via Hyderabad,Spicejet,2021-05-15 15:29:29.420453
