,Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
0," 3,924","Patna to New Delhi , 27 May",14:20,21:10,1 stop via Mumbai,Go Air,2021-05-09 16:22:37.638040
1," 3,924","Patna to New Delhi , 27 May",13:00,20:05,1 stop via Ranchi,IndiGo,2021-05-09 16:22:37.638040
2," 3,924","Patna to New Delhi , 27 May",15:10,23:40,1 stop via Bengaluru,Go Air,2021-05-09 16:22:37.638040
3," 3,924","Patna to New Delhi , 27 May",08:05,20:05,"2 stop via Bengaluru,Goa",Go Air,2021-05-09 16:22:37.638040
4," 4,151","Patna to New Delhi , 27 May",13:10,14:50,Non stop,Go Air,2021-05-09 16:22:37.638040
5," 4,151","Patna to New Delhi , 27 May",14:40,16:20,Non stop,Go Air,2021-05-09 16:22:37.638040
6," 4,151","Patna to New Delhi , 27 May",19:05,20:45,Non stop,Go Air,2021-05-09 16:22:37.638040
7," 4,151","Patna to New Delhi , 27 May",20:10,21:50,Non stop,Go Air,2021-05-09 16:22:37.638040
8," 4,151","Patna to New Delhi , 27 May",21:30,23:10,Non stop,Go Air,2021-05-09 16:22:37.638040
9," 4,152","Patna to New Delhi , 27 May",14:50,16:25,Non stop,IndiGo,2021-05-09 16:22:37.638040
10," 4,152","Patna to New Delhi , 27 May",16:00,17:35,Non stop,Air India,2021-05-09 16:22:37.638040
11," 4,152","Patna to New Delhi , 27 May",08:45,10:25,Non stop,IndiGo,2021-05-09 16:22:37.638040
12," 4,152","Patna to New Delhi , 27 May",18:00,19:40,Non stop,IndiGo,2021-05-09 16:22:37.638040
13," 4,152","Patna to New Delhi , 27 May",11:10,12:55,Non stop,IndiGo,2021-05-09 16:22:37.638040
14," 4,152","Patna to New Delhi , 27 May",16:30,18:15,Non stop,IndiGo,2021-05-09 16:22:37.638040
15," 4,152","Patna to New Delhi , 27 May",19:10,20:55,Non stop,Air India,2021-05-09 16:22:37.638040
16," 4,152","Patna to New Delhi , 27 May",09:30,11:20,Non stop,Spicejet,2021-05-09 16:22:37.638040
17," 4,152","Patna to New Delhi , 27 May",17:35,19:25,Non stop,Spicejet,2021-05-09 16:22:37.638040
18," 4,152","Patna to New Delhi , 27 May",21:20,23:10,Non stop,Spicejet,2021-05-09 16:22:37.638040
19," 4,152","Patna to New Delhi , 27 May",12:40,14:35,Non stop,Air India,2021-05-09 16:22:37.638040
20," 4,153","Patna to New Delhi , 27 May",20:30,22:20,Non stop,Vistara,2021-05-09 16:22:37.638040
21," 7,787","Patna to New Delhi , 27 May",10:55,15:45,1 stop via Amritsar,Air India,2021-05-09 16:22:37.638040
22," 8,457","Patna to New Delhi , 27 May",17:40,23:00,1 stop via Kolkata,Air India,2021-05-09 16:22:37.638040
23," 4,553","Patna to Mumbai , 27 May",15:05,20:35,1 stop via Jharsuguda,Spicejet,2021-05-09 16:23:01.246491
24," 4,553","Patna to Mumbai , 27 May",11:35,17:35,1 stop via Hyderabad,IndiGo,2021-05-09 16:23:01.246491
25," 4,553","Patna to Mumbai , 27 May",14:40,20:45,1 stop via New Delhi,Go Air,2021-05-09 16:23:01.246491
26," 4,553","Patna to Mumbai , 27 May",16:30,23:00,1 stop via New Delhi,IndiGo,2021-05-09 16:23:01.246491
27," 4,553","Patna to Mumbai , 27 May",11:10,17:50,1 stop via New Delhi,IndiGo,2021-05-09 16:23:01.246491
28," 4,553","Patna to Mumbai , 27 May",13:10,20:45,1 stop via New Delhi,Go Air,2021-05-09 16:23:01.246491
29," 4,553","Patna to Mumbai , 27 May",14:50,23:00,1 stop via New Delhi,IndiGo,2021-05-09 16:23:01.246491
30," 4,553","Patna to Mumbai , 27 May",08:45,17:50,1 stop via New Delhi,IndiGo,2021-05-09 16:23:01.246491
31," 4,553","Patna to Mumbai , 27 May",20:10,08:55,1 stop via New Delhi,Go Air,2021-05-09 16:23:01.246491
32," 4,781","Patna to Mumbai , 27 May",14:20,16:45,Non stop,Go Air,2021-05-09 16:23:01.246491
33," 4,782","Patna to Mumbai , 27 May",21:10,23:25,Non stop,Air India,2021-05-09 16:23:01.246491
34," 4,782","Patna to Mumbai , 27 May",09:25,12:00,Non stop,Spicejet,2021-05-09 16:23:01.246491
35," 4,782","Patna to Mumbai , 27 May",12:10,14:45,Non stop,IndiGo,2021-05-09 16:23:01.246491
36," 4,782","Patna to Mumbai , 27 May",22:10,00:45,Non stop,Spicejet,2021-05-09 16:23:01.246491
37," 5,511","Patna to Mumbai , 27 May",11:50,18:25,1 stop via Bengaluru,IndiGo,2021-05-09 16:23:01.246491
38," 11,315","Patna to Mumbai , 27 May",20:30,13:00,"2 stop via New Delhi,Kolkata",Vistara,2021-05-09 16:23:01.246491
39," 5,815","Patna to Bengaluru , 27 May",15:05,19:10,1 stop via Jharsuguda,Spicejet,2021-05-09 16:23:25.260341
40," 5,815","Patna to Bengaluru , 27 May",11:35,17:25,1 stop via Hyderabad,IndiGo,2021-05-09 16:23:25.260341
41," 5,815","Patna to Bengaluru , 27 May",16:30,22:40,1 stop via New Delhi,IndiGo,2021-05-09 16:23:25.260341
42," 5,815","Patna to Bengaluru , 27 May",08:45,15:50,1 stop via New Delhi,IndiGo,2021-05-09 16:23:25.260341
43," 5,815","Patna to Bengaluru , 27 May",13:20,21:05,1 stop via Kolkata,IndiGo,2021-05-09 16:23:25.260341
44," 5,815","Patna to Bengaluru , 27 May",14:50,22:40,1 stop via New Delhi,IndiGo,2021-05-09 16:23:25.260341
45," 5,815","Patna to Bengaluru , 27 May",13:10,22:35,1 stop via New Delhi,Go Air,2021-05-09 16:23:25.260341
46," 5,815","Patna to Bengaluru , 27 May",11:10,22:40,1 stop via New Delhi,IndiGo,2021-05-09 16:23:25.260341
47," 5,815","Patna to Bengaluru , 27 May",21:20,08:50,1 stop via New Delhi,Spicejet,2021-05-09 16:23:25.260341
48," 5,815","Patna to Bengaluru , 27 May",19:05,08:25,1 stop via New Delhi,Go Air,2021-05-09 16:23:25.260341
49," 5,815","Patna to Bengaluru , 27 May",17:35,08:50,1 stop via New Delhi,Spicejet,2021-05-09 16:23:25.260341
50," 5,817","Patna to Bengaluru , 27 May",14:20,22:10,1 stop via Mumbai,Go Air,2021-05-09 16:23:25.260341
51," 6,041","Patna to Bengaluru , 27 May",08:05,10:30,Non stop,Go Air,2021-05-09 16:23:25.260341
52," 6,041","Patna to Bengaluru , 27 May",15:10,17:35,Non stop,Go Air,2021-05-09 16:23:25.260341
53," 6,042","Patna to Bengaluru , 27 May",10:45,13:20,Non stop,Spicejet,2021-05-09 16:23:25.260341
54," 6,042","Patna to Bengaluru , 27 May",22:10,00:45,Non stop,Air India,2021-05-09 16:23:25.260341
55," 6,042","Patna to Bengaluru , 27 May",11:50,14:30,Non stop,IndiGo,2021-05-09 16:23:25.260341
56," 4,555","Patna to Hyderabad , 27 May",08:45,13:50,1 stop via New Delhi,IndiGo,2021-05-09 16:23:49.326670
57," 4,555","Patna to Hyderabad , 27 May",15:05,20:40,1 stop via Jharsuguda,Spicejet,2021-05-09 16:23:49.326670
58," 4,555","Patna to Hyderabad , 27 May",14:50,21:25,1 stop via New Delhi,IndiGo,2021-05-09 16:23:49.326670
59," 4,555","Patna to Hyderabad , 27 May",18:20,01:05,1 stop via Kolkata,IndiGo,2021-05-09 16:23:49.326670
