,Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
0," 4,397","Chennai to Mumbai , 27 May",14:15,18:40,1 stop via Coimbatore,IndiGo,2021-05-09 14:18:26.087358
1," 4,397","Chennai to Mumbai , 27 May",09:05,14:20,1 stop via Hyderabad,AirAsia,2021-05-09 14:18:26.087358
2," 4,397","Chennai to Mumbai , 27 May",13:30,19:10,1 stop via Goa,Spicejet,2021-05-09 14:18:26.087358
3," 4,397","Chennai to Mumbai , 27 May",18:00,00:20,1 stop via Bengaluru,IndiGo,2021-05-09 14:18:26.087358
4," 4,397","Chennai to Mumbai , 27 May",11:10,17:35,1 stop via Hyderabad,IndiGo,2021-05-09 14:18:26.087358
5," 4,397","Chennai to Mumbai , 27 May",16:45,00:20,1 stop via Bengaluru,IndiGo,2021-05-09 14:18:26.087358
6," 4,397","Chennai to Mumbai , 27 May",04:55,13:10,1 stop via Ahmedabad,IndiGo,2021-05-09 14:18:26.087358
7," 4,397","Chennai to Mumbai , 27 May",10:00,18:25,1 stop via Bengaluru,IndiGo,2021-05-09 14:18:26.087358
8," 4,397","Chennai to Mumbai , 27 May",09:00,17:35,1 stop via Hyderabad,IndiGo,2021-05-09 14:18:26.087358
9," 4,397","Chennai to Mumbai , 27 May",09:05,18:25,1 stop via Bengaluru,IndiGo,2021-05-09 14:18:26.087358
10," 4,397","Chennai to Mumbai , 27 May",18:05,06:35,1 stop via Ahmedabad,Spicejet,2021-05-09 14:18:26.087358
11," 4,397","Chennai to Mumbai , 27 May",06:30,21:40,1 stop via Ahmedabad,Go Air,2021-05-09 14:18:26.087358
12," 4,397","Chennai to Mumbai , 27 May",05:20,21:05,1 stop via Bengaluru,Spicejet,2021-05-09 14:18:26.087358
13," 4,621","Chennai to Mumbai , 27 May",05:00,06:50,Non stop,Go Air,2021-05-09 14:18:26.087358
14," 4,621","Chennai to Mumbai , 27 May",13:45,15:35,Non stop,Go Air,2021-05-09 14:18:26.087358
15," 4,622","Chennai to Mumbai , 27 May",06:25,08:20,Non stop,Spicejet,2021-05-09 14:18:26.087358
16," 4,622","Chennai to Mumbai , 27 May",07:15,09:10,Non stop,IndiGo,2021-05-09 14:18:26.087358
17," 4,622","Chennai to Mumbai , 27 May",21:55,23:50,Non stop,Spicejet,2021-05-09 14:18:26.087358
18," 4,622","Chennai to Mumbai , 27 May",15:40,17:40,Non stop,IndiGo,2021-05-09 14:18:26.087358
19," 4,623","Chennai to Mumbai , 27 May",14:55,17:05,Non stop,Air India,2021-05-09 14:18:26.087358
20," 4,624","Chennai to Mumbai , 27 May",12:30,14:30,Non stop,Vistara,2021-05-09 14:18:26.087358
21," 2,507","Chennai to Bengaluru , 27 May",13:45,22:10,1 stop via Mumbai,Go Air,2021-05-09 14:18:49.646916
22," 2,507","Chennai to Bengaluru , 27 May",06:30,21:55,1 stop via Ahmedabad,Go Air,2021-05-09 14:18:49.646916
23," 2,557","Chennai to Bengaluru , 27 May",08:15,14:05,1 stop via Port Blair,Go Air,2021-05-09 14:18:49.646916
