,Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
0," 5,730","New Delhi to Bengaluru , 25 May",15:25,20:40,1 stop via Pune,AirAsia,2021-05-07 11:12:58.695876
1," 5,730","New Delhi to Bengaluru , 25 May",12:40,18:20,1 stop via Goa,AirAsia,2021-05-07 11:12:58.695876
2," 5,730","New Delhi to Bengaluru , 25 May",04:55,11:20,1 stop via Kolkata,AirAsia,2021-05-07 11:12:58.695876
3," 5,730","New Delhi to Bengaluru , 25 May",11:55,18:20,1 stop via Goa,AirAsia,2021-05-07 11:12:58.695876
4," 5,730","New Delhi to Bengaluru , 25 May",12:35,19:05,1 stop via Kolkata,AirAsia,2021-05-07 11:12:58.695876
5," 5,730","New Delhi to Bengaluru , 25 May",09:25,16:45,1 stop via Ranchi,AirAsia,2021-05-07 11:12:58.695876
6," 5,730","New Delhi to Bengaluru , 25 May",05:45,13:50,1 stop via Mumbai,AirAsia,2021-05-07 11:12:58.695876
7," 5,730","New Delhi to Bengaluru , 25 May",10:30,20:55,1 stop via Ahmedabad,AirAsia,2021-05-07 11:12:58.695876
8," 5,730","New Delhi to Bengaluru , 25 May",21:20,11:30,1 stop via Kolkata,AirAsia,2021-05-07 11:12:58.695876
9," 5,730","New Delhi to Bengaluru , 25 May",07:30,22:20,1 stop via Guwahati,AirAsia,2021-05-07 11:12:58.695876
10," 5,730","New Delhi to Bengaluru , 25 May",19:15,11:30,1 stop via Kolkata,AirAsia,2021-05-07 11:12:58.695876
11," 5,731","New Delhi to Bengaluru , 25 May",08:45,16:30,1 stop via Ranchi,Go Air,2021-05-07 11:12:58.695876
12," 5,731","New Delhi to Bengaluru , 25 May",15:30,23:15,1 stop via Ranchi,Go Air,2021-05-07 11:12:58.695876
13," 5,732","New Delhi to Bengaluru , 25 May",16:45,21:55,1 stop via Ahmedabad,Go Air,2021-05-07 11:12:58.695876
14," 5,745","New Delhi to Bengaluru , 25 May",07:00,12:45,1 stop via Goa,Spicejet,2021-05-07 11:12:58.695876
15," 5,905","New Delhi to Bengaluru , 25 May",15:45,20:50,1 stop via Mumbai,IndiGo,2021-05-07 11:12:58.695876
16," 5,905","New Delhi to Bengaluru , 25 May",13:35,18:50,1 stop via Hyderabad,IndiGo,2021-05-07 11:12:58.695876
17," 5,905","New Delhi to Bengaluru , 25 May",14:20,19:50,1 stop via Patna,IndiGo,2021-05-07 11:12:58.695876
18," 5,905","New Delhi to Bengaluru , 25 May",06:45,12:20,1 stop via Gorakhpur,IndiGo,2021-05-07 11:12:58.695876
19," 5,905","New Delhi to Bengaluru , 25 May",03:00,08:40,1 stop via Kolkata,IndiGo,2021-05-07 11:12:58.695876
20," 5,905","New Delhi to Bengaluru , 25 May",10:00,15:45,1 stop via Varanasi,IndiGo,2021-05-07 11:12:58.695876
21," 5,905","New Delhi to Bengaluru , 25 May",09:30,15:30,1 stop via Mumbai,IndiGo,2021-05-07 11:12:58.695876
22," 5,905","New Delhi to Bengaluru , 25 May",14:45,21:05,1 stop via Kolkata,IndiGo,2021-05-07 11:12:58.695876
23," 5,905","New Delhi to Bengaluru , 25 May",11:35,18:00,1 stop via Hyderabad,IndiGo,2021-05-07 11:12:58.695876
24," 5,905","New Delhi to Bengaluru , 25 May",15:55,23:00,1 stop via Ranchi,IndiGo,2021-05-07 11:12:58.695876
25," 5,905","New Delhi to Bengaluru , 25 May",12:40,19:50,1 stop via Patna,IndiGo,2021-05-07 11:12:58.695876
26," 5,954","New Delhi to Bengaluru , 25 May",05:50,08:25,Non stop,Go Air,2021-05-07 11:12:58.695876
27," 5,954","New Delhi to Bengaluru , 25 May",20:00,22:35,Non stop,Go Air,2021-05-07 11:12:58.695876
28," 5,955","New Delhi to Bengaluru , 25 May",06:15,08:50,Non stop,Spicejet,2021-05-07 11:12:58.695876
29," 5,955","New Delhi to Bengaluru , 25 May",09:30,12:05,Non stop,Air India,2021-05-07 11:12:58.695876
30," 4,465","New Delhi to Hyderabad , 25 May",08:20,13:05,1 stop via Bengaluru,AirAsia,2021-05-07 11:13:21.741618
31," 4,465","New Delhi to Hyderabad , 25 May",08:00,13:05,1 stop via Bengaluru,AirAsia,2021-05-07 11:13:21.741618
32," 4,465","New Delhi to Hyderabad , 25 May",21:20,06:45,1 stop via Kolkata,AirAsia,2021-05-07 11:13:21.741618
33," 4,465","New Delhi to Hyderabad , 25 May",20:55,08:05,1 stop via Mumbai,AirAsia,2021-05-07 11:13:21.741618
