Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time,Cabin
"7,085","Mangalore to Goa , 12 May",20:40,18:05,1 stop via Hyderabad,Spicejet,2021-05-11 14:04:23,PE
"9,324","Mangalore to Patna , 12 May",18:40,16:40,1 stop via Bengaluru,Spicejet,2021-05-11 14:05:54,PE
"10,825","Mangalore to Patna , 12 May",20:40,10:10,1 stop via Hyderabad,Spicejet,2021-05-11 14:05:54,PE
"10,870","Mangalore to Patna , 12 May",08:25,16:40,1 stop via Bengaluru,Spicejet,2021-05-11 14:05:54,PE
"9,233","Mangalore to Bagdogra , 12 May",18:40,08:50,1 stop via Bengaluru,Spicejet,2021-05-11 14:07:24,PE
"9,233","Mangalore to Bagdogra , 12 May",08:25,08:50,1 stop via Bengaluru,Spicejet,2021-05-11 14:07:24,PE
"7,662","Mangalore to Visakhapatnam , 12 May",20:40,08:30,1 stop via Hyderabad,Spicejet,2021-05-11 14:09:58,PE
"7,829","Port Blair to New Delhi , 12 May",08:45,08:45,1 stop via Kolkata,Spicejet,2021-05-11 14:13:12,PE
"7,829","Port Blair to New Delhi , 12 May",09:50,09:50,1 stop via Chennai,Spicejet,2021-05-11 14:13:12,PE
"8,377","Port Blair to Mumbai , 12 May",09:50,08:20,1 stop via Chennai,Spicejet,2021-05-11 14:13:35,PE
"7,148","Port Blair to Bengaluru , 12 May",09:50,06:50,1 stop via Chennai,Spicejet,2021-05-11 14:13:58,PE
"8,775","Port Blair to Hyderabad , 12 May",09:50,20:10,1 stop via Chennai,Spicejet,2021-05-11 14:14:20,PE
"8,775","Port Blair to Hyderabad , 12 May",09:50,07:30,1 stop via Chennai,Spicejet,2021-05-11 14:14:20,PE
"5,588","Port Blair to Kolkata , 12 May",08:45,11:10,Non stop,Spicejet,2021-05-11 14:15:06,PE
"10,058","Port Blair to Goa , 12 May",08:45,11:35,1 stop via Kolkata,Spicejet,2021-05-11 14:15:52,PE
"6,625","New Delhi to Chennai , 13 May",20:20,06:55,1 stop via Hyderabad,Spicejet,2021-05-11 15:06:25,PE
"6,625","New Delhi to Chennai , 13 May",19:45,08:00,1 stop via Mumbai,Spicejet,2021-05-11 15:06:25,PE
"5,685","New Delhi to Kolkata , 13 May",11:10,18:05,1 stop via Darbhanga,Spicejet,2021-05-11 15:06:47,PE
"6,931","New Delhi to Goa , 13 May",06:10,14:50,1 stop via Chennai,Spicejet,2021-05-11 15:07:33,PE
"6,931","New Delhi to Goa , 13 May",20:20,07:40,1 stop via Hyderabad,Spicejet,2021-05-11 15:07:33,PE
"6,931","New Delhi to Goa , 13 May",19:45,13:00,1 stop via Mumbai,Spicejet,2021-05-11 15:07:33,PE
"6,931","New Delhi to Goa , 13 May",20:10,17:30,1 stop via Ahmedabad,Spicejet,2021-05-11 15:07:33,PE
"9,282","New Delhi to Pune , 13 May",05:45,15:30,1 stop via Ahmedabad,Spicejet,2021-05-11 15:07:54,PE
"5,499","New Delhi to Mangalore , 13 May",21:45,08:05,1 stop via Bengaluru,Spicejet,2021-05-11 15:15:26,PE
"5,499","New Delhi to Mangalore , 13 May",06:15,18:10,1 stop via Bengaluru,Spicejet,2021-05-11 15:15:26,PE
"5,499","New Delhi to Mangalore , 13 May",20:20,20:15,1 stop via Hyderabad,Spicejet,2021-05-11 15:15:26,PE
"9,288","New Delhi to Port Blair , 13 May",18:20,08:10,1 stop via Kolkata,Spicejet,2021-05-11 15:15:49,PE
"9,288","New Delhi to Port Blair , 13 May",05:30,08:10,1 stop via Kolkata,Spicejet,2021-05-11 15:15:49,PE
"7,186","Mumbai to Guwahati , 13 May",05:20,19:25,1 stop via Jaipur,Spicejet,2021-05-11 15:19:53,PE
"5,669","Mumbai to Patna , 13 May",21:30,10:10,1 stop via Hyderabad,Spicejet,2021-05-11 15:21:02,PE
"6,212","Mumbai to Amritsar , 13 May",10:15,18:45,1 stop via New Delhi,Spicejet,2021-05-11 15:25:35,PE
"6,212","Mumbai to Amritsar , 13 May",17:05,07:30,1 stop via Jaipur,Spicejet,2021-05-11 15:25:35,PE
"6,212","Mumbai to Amritsar , 13 May",22:50,18:35,1 stop via Ahmedabad,Spicejet,2021-05-11 15:25:35,PE
"6,212","Mumbai to Amritsar , 13 May",19:35,18:45,1 stop via New Delhi,Spicejet,2021-05-11 15:25:35,PE
"6,212","Mumbai to Amritsar , 13 May",05:20,07:30,1 stop via Jaipur,Spicejet,2021-05-11 15:25:35,PE
"5,557","Bengaluru to Kolkata , 13 May",21:50,09:25,1 stop via Chennai,Spicejet,2021-05-11 15:29:44,PE
"7,424","Bengaluru to Guwahati , 13 May",21:50,10:50,1 stop via Chennai,Spicejet,2021-05-11 15:31:14,PE
"7,424","Bengaluru to Guwahati , 13 May",20:25,12:45,1 stop via New Delhi,Spicejet,2021-05-11 15:31:14,PE
"7,424","Bengaluru to Guwahati , 13 May",19:05,16:45,1 stop via Mumbai,Spicejet,2021-05-11 15:31:14,PE
"6,690","Bengaluru to Patna , 13 May",20:25,09:00,1 stop via New Delhi,Spicejet,2021-05-11 15:32:22,PE
"6,690","Bengaluru to Patna , 13 May",21:50,20:10,1 stop via Chennai,Spicejet,2021-05-11 15:32:22,PE
"5,213","Hyderabad to Kolkata , 13 May",08:35,18:05,1 stop via Darbhanga,Spicejet,2021-05-11 15:38:42,PE
"5,980","Hyderabad to Visakhapatnam , 13 May",06:45,08:30,Non stop,Spicejet,2021-05-11 15:44:20,PE
"6,550","Chennai to New Delhi , 13 May",13:10,19:35,1 stop via Jharsuguda,Spicejet,2021-05-11 15:47:40,PE
"8,117","Chennai to Guwahati , 13 May",08:30,10:50,Non stop,Spicejet,2021-05-11 15:50:42,PE
"5,902","Kolkata to New Delhi , 13 May",14:50,15:20,1 stop via Darbhanga,Spicejet,2021-05-11 15:58:37,PE
"6,126","Kolkata to Bengaluru , 13 May",22:00,09:05,1 stop via New Delhi,Spicejet,2021-05-11 15:59:22,PE
"5,900","Kolkata to Chennai , 13 May",21:30,23:05,1 stop via Bengaluru,Spicejet,2021-05-11 16:00:08,PE
"4,808","Kolkata to Guwahati , 13 May",06:25,15:25,1 stop via Silchar,Spicejet,2021-05-11 16:01:46,PE
"6,911","Goa to Kolkata , 13 May",11:25,20:40,1 stop via Bengaluru,Spicejet,2021-05-11 16:23:52,PE
"6,911","Goa to Kolkata , 13 May",17:35,08:35,1 stop via Mumbai,Spicejet,2021-05-11 16:23:52,PE
"6,911","Goa to Kolkata , 13 May",15:25,09:25,1 stop via Chennai,Spicejet,2021-05-11 16:23:52,PE
"6,911","Goa to Kolkata , 13 May",13:30,08:35,1 stop via Mumbai,Spicejet,2021-05-11 16:23:52,PE
"14,067","Goa to Thiruvananthapuram , 13 May",13:20,12:15,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 16:26:52,PE
"11,300","Goa to Indore , 13 May",13:20,09:45,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 16:31:02,PE
"5,720","Goa to Mangalore , 13 May",08:00,20:15,1 stop via Hyderabad,Spicejet,2021-05-11 16:34:03,PE
"5,720","Goa to Mangalore , 13 May",18:25,20:15,1 stop via Hyderabad,Spicejet,2021-05-11 16:34:03,PE
"5,684","Pune to New Delhi , 13 May",15:50,07:45,1 stop via Ahmedabad,Spicejet,2021-05-11 16:35:30,PE
"6,927","Pune to Guwahati , 13 May",19:40,10:50,1 stop via Chennai,Spicejet,2021-05-11 16:40:41,PE
"6,927","Pune to Guwahati , 13 May",17:05,12:45,1 stop via New Delhi,Spicejet,2021-05-11 16:40:41,PE
"8,009","Pune to Bagdogra , 13 May",17:05,11:35,1 stop via New Delhi,Spicejet,2021-05-11 16:43:19,PE
"8,009","Pune to Bagdogra , 13 May",17:05,15:00,1 stop via New Delhi,Spicejet,2021-05-11 16:43:19,PE
"11,510","Pune to Amritsar , 13 May",08:35,18:45,1 stop via New Delhi,Spicejet,2021-05-11 16:46:19,PE
"6,745","Guwahati to Mumbai , 13 May",11:20,09:45,1 stop via Jaipur,Spicejet,2021-05-11 16:49:02,PE
"7,743","Guwahati to Bengaluru , 13 May",06:45,13:20,1 stop via Patna,Spicejet,2021-05-11 16:49:25,PE
"7,743","Guwahati to Bengaluru , 13 May",19:55,06:50,1 stop via Chennai,Spicejet,2021-05-11 16:49:25,PE
"7,743","Guwahati to Bengaluru , 13 May",16:00,09:05,1 stop via New Delhi,Spicejet,2021-05-11 16:49:25,PE
"4,014","Lucknow to New Delhi , 13 May",15:25,16:35,Non stop,Vistara,2021-05-11 17:03:07,PE
"6,719","Lucknow to Patna , 13 May",15:25,19:55,1 stop via New Delhi,Vistara,2021-05-11 17:06:24,PE
"7,084","Lucknow to Bhubaneswar , 13 May",15:25,09:05,1 stop via New Delhi,Vistara,2021-05-11 17:06:56,PE
"7,084","Lucknow to Ranchi , 13 May",15:25,19:40,1 stop via New Delhi,Vistara,2021-05-11 17:10:19,PE
"5,276","Jaipur to Mumbai , 13 May",08:00,09:45,Non stop,Spicejet,2021-05-11 17:15:54,PE
"5,276","Jaipur to Mumbai , 13 May",19:20,21:35,Non stop,Spicejet,2021-05-11 17:15:54,PE
"7,238","Jaipur to Bengaluru , 13 May",08:00,23:30,1 stop via Mumbai,Spicejet,2021-05-11 17:16:17,PE
"5,578","Jaipur to Hyderabad , 13 May",08:00,23:05,1 stop via Mumbai,Spicejet,2021-05-11 17:16:39,PE
"7,165","Jaipur to Chennai , 13 May",16:35,22:35,1 stop via Guwahati,Spicejet,2021-05-11 17:16:59,PE
"7,240","Jaipur to Chennai , 13 May",19:20,08:00,1 stop via Mumbai,Spicejet,2021-05-11 17:16:59,PE
"7,240","Jaipur to Chennai , 13 May",08:00,21:45,1 stop via Mumbai,Spicejet,2021-05-11 17:16:59,PE
"5,979","Jaipur to Goa , 13 May",08:00,13:00,1 stop via Mumbai,Spicejet,2021-05-11 17:17:58,PE
"5,979","Jaipur to Goa , 13 May",19:20,13:00,1 stop via Mumbai,Spicejet,2021-05-11 17:17:58,PE
"5,891","Jaipur to Pune , 13 May",09:00,15:30,1 stop via Ahmedabad,Spicejet,2021-05-11 17:18:21,PE
"6,600","Jaipur to Guwahati , 13 May",16:35,19:25,Non stop,Spicejet,2021-05-11 17:18:43,PE
"7,662","Jaipur to Patna , 13 May",09:00,16:15,1 stop via Ahmedabad,Spicejet,2021-05-11 17:19:35,PE
"4,784","Jaipur to Amritsar , 13 May",05:55,07:30,Non stop,Spicejet,2021-05-11 17:23:53,PE
"4,734","Patna to New Delhi , 13 May",20:30,22:20,Non stop,Vistara,2021-05-11 17:26:14,PE
"5,049","Patna to New Delhi , 13 May",09:30,11:20,Non stop,Spicejet,2021-05-11 17:26:14,PE
"5,049","Patna to New Delhi , 13 May",17:35,19:25,Non stop,Spicejet,2021-05-11 17:26:14,PE
"5,981","Patna to Mumbai , 13 May",13:30,16:05,Non stop,Spicejet,2021-05-11 17:26:37,PE
"8,625","Patna to Bengaluru , 13 May",20:30,17:05,1 stop via New Delhi,Vistara,2021-05-11 17:27:00,PE
"6,713","Patna to Bengaluru , 13 May",13:30,23:30,1 stop via Mumbai,Spicejet,2021-05-11 17:27:00,PE
"6,939","Patna to Bengaluru , 13 May",10:45,13:20,Non stop,Spicejet,2021-05-11 17:27:00,PE
"5,453","Patna to Hyderabad , 13 May",09:30,22:30,1 stop via New Delhi,Spicejet,2021-05-11 17:27:22,PE
"6,625","Patna to Hyderabad , 13 May",17:30,19:35,Non stop,Spicejet,2021-05-11 17:27:22,PE
"6,616","Patna to Chennai , 13 May",17:35,09:10,1 stop via New Delhi,Spicejet,2021-05-11 17:27:45,PE
"6,616","Patna to Chennai , 13 May",09:30,09:10,1 stop via New Delhi,Spicejet,2021-05-11 17:27:45,PE
"7,713","Patna to Kolkata , 13 May",20:30,09:35,1 stop via New Delhi,Vistara,2021-05-11 17:28:07,PE
"6,512","Patna to Goa , 13 May",21:20,09:25,1 stop via New Delhi,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",22:10,13:00,1 stop via Mumbai,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",17:35,09:25,1 stop via New Delhi,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",13:30,13:00,1 stop via Mumbai,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",09:30,09:25,1 stop via New Delhi,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",10:45,11:05,1 stop via Bengaluru,Spicejet,2021-05-11 17:28:53,PE
"6,512","Patna to Goa , 13 May",16:45,17:30,1 stop via Ahmedabad,Spicejet,2021-05-11 17:28:53,PE
"10,766","Patna to Goa , 13 May",17:30,07:40,1 stop via Hyderabad,Spicejet,2021-05-11 17:28:53,PE
"6,712","Patna to Pune , 13 May",09:30,18:55,1 stop via New Delhi,Spicejet,2021-05-11 17:29:15,PE
"6,712","Patna to Pune , 13 May",21:20,10:45,1 stop via New Delhi,Spicejet,2021-05-11 17:29:15,PE
"6,712","Patna to Pune , 13 May",17:35,10:45,1 stop via New Delhi,Spicejet,2021-05-11 17:29:15,PE
"6,840","Patna to Pune , 13 May",14:10,16:25,Non stop,Spicejet,2021-05-11 17:29:15,PE
"11,397","Patna to Pune , 13 May",17:30,08:05,1 stop via Hyderabad,Spicejet,2021-05-11 17:29:15,PE
"7,733","Patna to Guwahati , 13 May",20:30,12:05,1 stop via New Delhi,Vistara,2021-05-11 17:29:38,PE
"5,176","Patna to Guwahati , 13 May",18:30,20:25,Non stop,Spicejet,2021-05-11 17:29:38,PE
"10,116","Patna to Thiruvananthapuram , 13 May",20:30,12:15,1 stop via New Delhi,Vistara,2021-05-11 17:30:59,PE
"7,713","Patna to Bhubaneswar , 13 May",20:30,09:05,1 stop via New Delhi,Vistara,2021-05-11 17:31:22,PE
"6,953","Patna to Bagdogra , 13 May",20:30,09:45,1 stop via New Delhi,Vistara,2021-05-11 17:32:53,PE
"7,349","Patna to Indore , 13 May",20:30,09:45,1 stop via New Delhi,Vistara,2021-05-11 17:34:20,PE
"6,533","Patna to Srinagar , 13 May",09:30,16:10,1 stop via New Delhi,Spicejet,2021-05-11 17:35:06,PE
"6,533","Patna to Srinagar , 13 May",21:20,08:10,1 stop via New Delhi,Spicejet,2021-05-11 17:35:06,PE
"6,533","Patna to Srinagar , 13 May",17:35,08:10,1 stop via New Delhi,Spicejet,2021-05-11 17:35:06,PE
"6,202","Patna to Amritsar , 13 May",08:55,11:25,Non stop,Spicejet,2021-05-11 17:35:56,PE
"8,642","Patna to Mangalore , 13 May",10:45,18:10,1 stop via Bengaluru,Spicejet,2021-05-11 17:37:04,PE
"8,642","Patna to Mangalore , 13 May",10:45,08:05,1 stop via Bengaluru,Spicejet,2021-05-11 17:37:04,PE
"5,637","Bhubaneswar to New Delhi , 13 May",09:40,11:55,Non stop,Vistara,2021-05-11 17:48:37,PE
"8,308","Bhubaneswar to Mumbai , 13 May",09:40,15:00,1 stop via New Delhi,Vistara,2021-05-11 17:48:57,PE
"9,220","Bhubaneswar to Bengaluru , 13 May",09:40,17:05,1 stop via New Delhi,Vistara,2021-05-11 17:49:22,PE
"8,308","Bhubaneswar to Hyderabad , 13 May",09:40,17:00,1 stop via New Delhi,Vistara,2021-05-11 17:49:45,PE
"11,908","Bhubaneswar to Chennai , 13 May",09:40,16:20,1 stop via New Delhi,Vistara,2021-05-11 17:50:08,PE
"9,983","Bhubaneswar to Kochi , 13 May",09:40,18:50,1 stop via New Delhi,Vistara,2021-05-11 17:50:54,PE
"7,944","Bhubaneswar to Patna , 13 May",09:40,19:55,1 stop via New Delhi,Vistara,2021-05-11 17:52:34,PE
"7,944","Bhubaneswar to Varanasi , 13 May",09:40,14:45,1 stop via New Delhi,Vistara,2021-05-11 17:53:48,PE
"8,308","Bhubaneswar to Ranchi , 13 May",09:40,19:40,1 stop via New Delhi,Vistara,2021-05-11 17:54:49,PE
"7,363","Bhubaneswar to Amritsar , 13 May",09:40,14:50,1 stop via New Delhi,Vistara,2021-05-11 17:55:07,PE
"6,818","Bhubaneswar to Chandigarh , 13 May",09:40,14:45,1 stop via New Delhi,Vistara,2021-05-11 17:55:17,PE
"4,784","Bagdogra to New Delhi , 13 May",14:10,16:25,Non stop,Vistara,2021-05-11 18:12:50,PE
"5,383","Bagdogra to New Delhi , 13 May",15:35,18:10,Non stop,Spicejet,2021-05-11 18:12:50,PE
"6,391","Bagdogra to Mumbai , 13 May",15:35,09:35,1 stop via New Delhi,Spicejet,2021-05-11 18:13:16,PE
"7,150","Bagdogra to Bengaluru , 13 May",15:35,09:05,1 stop via New Delhi,Spicejet,2021-05-11 18:13:40,PE
"6,631","Bagdogra to Hyderabad , 13 May",15:35,22:30,1 stop via New Delhi,Spicejet,2021-05-11 18:13:53,PE
"6,391","Bagdogra to Chennai , 13 May",12:05,21:35,1 stop via New Delhi,Spicejet,2021-05-11 18:14:17,PE
"6,391","Bagdogra to Chennai , 13 May",15:35,09:10,1 stop via New Delhi,Spicejet,2021-05-11 18:14:17,PE
"6,391","Bagdogra to Chennai , 13 May",12:05,09:10,1 stop via New Delhi,Spicejet,2021-05-11 18:14:17,PE
"4,483","Bagdogra to Kolkata , 13 May",13:25,14:20,Non stop,Spicejet,2021-05-11 18:14:41,PE
"4,483","Bagdogra to Kolkata , 13 May",09:10,10:40,Non stop,Spicejet,2021-05-11 18:14:41,PE
"7,255","Bagdogra to Goa , 13 May",15:35,09:25,1 stop via New Delhi,Spicejet,2021-05-11 18:15:24,PE
"7,255","Bagdogra to Goa , 13 May",12:05,09:25,1 stop via New Delhi,Spicejet,2021-05-11 18:15:24,PE
"7,255","Bagdogra to Goa , 13 May",15:35,14:25,1 stop via New Delhi,Spicejet,2021-05-11 18:15:24,PE
"7,255","Bagdogra to Goa , 13 May",09:20,11:05,1 stop via Bengaluru,Spicejet,2021-05-11 18:15:24,PE
"7,255","Bagdogra to Goa , 13 May",12:05,14:25,1 stop via New Delhi,Spicejet,2021-05-11 18:15:24,PE
"7,185","Bagdogra to Pune , 13 May",14:10,12:35,1 stop via New Delhi,Vistara,2021-05-11 18:15:50,PE
"5,499","Bagdogra to Pune , 13 May",15:35,10:45,1 stop via New Delhi,Spicejet,2021-05-11 18:15:50,PE
"6,860","Bagdogra to Patna , 13 May",14:10,19:55,1 stop via New Delhi,Vistara,2021-05-11 18:17:17,PE
"6,264","Bagdogra to Srinagar , 13 May",15:35,08:10,1 stop via New Delhi,Spicejet,2021-05-11 18:20:04,PE
"6,264","Bagdogra to Srinagar , 13 May",12:05,08:10,1 stop via New Delhi,Spicejet,2021-05-11 18:20:04,PE
"7,185","Bagdogra to Ranchi , 13 May",14:10,19:40,1 stop via New Delhi,Vistara,2021-05-11 18:21:00,PE
"8,132","Bagdogra to Amritsar , 13 May",12:05,18:45,1 stop via New Delhi,Spicejet,2021-05-11 18:21:49,PE
"8,107","Bagdogra to Port Blair , 13 May",13:25,08:10,1 stop via Kolkata,Spicejet,2021-05-11 18:24:36,PE
"8,107","Bagdogra to Port Blair , 13 May",09:10,08:10,1 stop via Kolkata,Spicejet,2021-05-11 18:24:36,PE
"4,965","Varanasi to New Delhi , 13 May",15:20,16:55,Non stop,Vistara,2021-05-11 18:38:30,PE
"11,012","Varanasi to New Delhi , 13 May",16:10,21:55,1 stop via Mumbai,Vistara,2021-05-11 18:38:30,PE
"11,012","Varanasi to New Delhi , 13 May",16:10,12:40,1 stop via Mumbai,Vistara,2021-05-11 18:38:30,PE
"5,583","Varanasi to New Delhi , 13 May",08:05,09:50,Non stop,Spicejet,2021-05-11 18:38:30,PE
"5,637","Varanasi to Mumbai , 13 May",16:10,18:20,Non stop,Vistara,2021-05-11 18:38:52,PE
"7,946","Varanasi to Mumbai , 13 May",15:20,15:00,1 stop via New Delhi,Vistara,2021-05-11 18:38:52,PE
"5,894","Varanasi to Mumbai , 13 May",18:40,06:35,1 stop via Ahmedabad,Spicejet,2021-05-11 18:38:52,PE
"7,154","Varanasi to Bengaluru , 13 May",17:40,23:30,1 stop via Mumbai,Spicejet,2021-05-11 18:39:15,PE
"7,154","Varanasi to Bengaluru , 13 May",08:05,00:40,1 stop via New Delhi,Spicejet,2021-05-11 18:39:15,PE
"5,811","Varanasi to Hyderabad , 13 May",08:05,22:30,1 stop via New Delhi,Spicejet,2021-05-11 18:39:38,PE
"7,335","Varanasi to Chennai , 13 May",08:05,21:35,1 stop via New Delhi,Spicejet,2021-05-11 18:40:00,PE
"8,687","Varanasi to Chennai , 13 May",16:45,21:25,1 stop via Pune,Spicejet,2021-05-11 18:40:00,PE
"13,236","Varanasi to Kolkata , 13 May",16:10,09:35,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 18:40:23,PE
"6,570","Varanasi to Goa , 13 May",18:40,17:30,1 stop via Ahmedabad,Spicejet,2021-05-11 18:41:46,PE
"9,625","Varanasi to Pune , 13 May",18:40,12:10,1 stop via Ahmedabad,Spicejet,2021-05-11 18:42:31,PE
"12,689","Varanasi to Guwahati , 13 May",16:10,12:05,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 18:43:17,PE
"7,580","Varanasi to Patna , 13 May",15:20,19:55,1 stop via New Delhi,Vistara,2021-05-11 18:44:18,PE
"15,639","Varanasi to Thiruvananthapuram , 13 May",16:10,12:15,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 18:44:25,PE
"13,236","Varanasi to Bhubaneswar , 13 May",16:10,09:05,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 18:44:48,PE
"12,872","Varanasi to Indore , 13 May",16:10,09:45,"2 stop via Mumbai,New Delhi",Vistara,2021-05-11 18:46:34,PE
"6,576","Varanasi to Srinagar , 13 May",08:05,12:45,1 stop via New Delhi,Spicejet,2021-05-11 18:47:20,PE
"7,944","Varanasi to Ranchi , 13 May",15:20,19:40,1 stop via New Delhi,Vistara,2021-05-11 18:48:05,PE
"6,281","Varanasi to Amritsar , 13 May",08:05,18:45,1 stop via New Delhi,Spicejet,2021-05-11 18:48:28,PE
"4,946","Srinagar to New Delhi , 13 May",13:15,13:45,1 stop via Jammu,Spicejet,2021-05-11 19:04:36,PE
"5,176","Srinagar to New Delhi , 13 May",16:05,17:35,Non stop,Spicejet,2021-05-11 19:04:36,PE
"5,176","Srinagar to New Delhi , 13 May",16:45,18:20,Non stop,Spicejet,2021-05-11 19:04:36,PE
"7,985","Srinagar to Bengaluru , 13 May",11:35,23:30,1 stop via Mumbai,Spicejet,2021-05-11 19:05:21,PE
"7,985","Srinagar to Bengaluru , 13 May",12:35,09:05,1 stop via New Delhi,Spicejet,2021-05-11 19:05:21,PE
"7,985","Srinagar to Bengaluru , 13 May",08:50,09:05,1 stop via New Delhi,Spicejet,2021-05-11 19:05:21,PE
"7,164","Srinagar to Hyderabad , 13 May",16:45,22:30,1 stop via New Delhi,Spicejet,2021-05-11 19:05:44,PE
"7,164","Srinagar to Hyderabad , 13 May",16:05,22:30,1 stop via New Delhi,Spicejet,2021-05-11 19:05:44,PE
"5,844","Srinagar to Chennai , 13 May",16:05,21:35,1 stop via New Delhi,Spicejet,2021-05-11 19:06:07,PE
"5,844","Srinagar to Chennai , 13 May",12:35,21:35,1 stop via New Delhi,Spicejet,2021-05-11 19:06:07,PE
"5,844","Srinagar to Chennai , 13 May",11:35,21:45,1 stop via Mumbai,Spicejet,2021-05-11 19:06:07,PE
"5,844","Srinagar to Chennai , 13 May",08:50,21:35,1 stop via New Delhi,Spicejet,2021-05-11 19:06:07,PE
"5,844","Srinagar to Chennai , 13 May",16:45,09:10,1 stop via New Delhi,Spicejet,2021-05-11 19:06:07,PE
"7,165","Srinagar to Kolkata , 13 May",16:45,08:05,1 stop via New Delhi,Spicejet,2021-05-11 19:06:30,PE
"7,165","Srinagar to Kolkata , 13 May",16:05,08:05,1 stop via New Delhi,Spicejet,2021-05-11 19:06:30,PE
"7,220","Srinagar to Kolkata , 13 May",16:05,20:30,1 stop via New Delhi,Spicejet,2021-05-11 19:06:30,PE
"7,988","Srinagar to Goa , 13 May",08:50,14:25,1 stop via New Delhi,Spicejet,2021-05-11 19:07:15,PE
"7,988","Srinagar to Goa , 13 May",16:45,09:25,1 stop via New Delhi,Spicejet,2021-05-11 19:07:15,PE
"7,988","Srinagar to Goa , 13 May",16:05,09:25,1 stop via New Delhi,Spicejet,2021-05-11 19:07:15,PE
"7,988","Srinagar to Goa , 13 May",12:35,09:25,1 stop via New Delhi,Spicejet,2021-05-11 19:07:15,PE
"7,988","Srinagar to Goa , 13 May",11:35,13:00,1 stop via Mumbai,Spicejet,2021-05-11 19:07:15,PE
"7,166","Srinagar to Pune , 13 May",16:45,10:45,1 stop via New Delhi,Spicejet,2021-05-11 19:07:37,PE
"7,166","Srinagar to Pune , 13 May",16:05,10:45,1 stop via New Delhi,Spicejet,2021-05-11 19:07:37,PE
"6,716","Srinagar to Guwahati , 13 May",16:45,12:45,1 stop via New Delhi,Spicejet,2021-05-11 19:08:00,PE
"6,716","Srinagar to Guwahati , 13 May",16:05,12:45,1 stop via New Delhi,Spicejet,2021-05-11 19:08:00,PE
"6,757","Srinagar to Patna , 13 May",16:45,09:00,1 stop via New Delhi,Spicejet,2021-05-11 19:09:08,PE
"6,757","Srinagar to Patna , 13 May",16:05,09:00,1 stop via New Delhi,Spicejet,2021-05-11 19:09:08,PE
"5,667","Srinagar to Bagdogra , 13 May",16:45,11:35,1 stop via New Delhi,Spicejet,2021-05-11 19:10:38,PE
"5,667","Srinagar to Bagdogra , 13 May",16:05,11:35,1 stop via New Delhi,Spicejet,2021-05-11 19:10:38,PE
"5,396","Srinagar to Varanasi , 13 May",16:45,07:45,1 stop via New Delhi,Spicejet,2021-05-11 19:11:23,PE
"5,396","Srinagar to Varanasi , 13 May",16:05,07:45,1 stop via New Delhi,Spicejet,2021-05-11 19:11:23,PE
"5,188","Srinagar to Ranchi , 13 May",16:45,18:45,1 stop via New Delhi,Spicejet,2021-05-11 19:13:13,PE
"11,096","Visakhapatnam to New Delhi , 13 May",08:55,23:30,1 stop via Hyderabad,Spicejet,2021-05-11 19:15:45,PE
"9,820","Visakhapatnam to Mumbai , 13 May",08:55,20:50,1 stop via Hyderabad,Spicejet,2021-05-11 19:16:08,PE
"9,452","Visakhapatnam to Goa , 13 May",08:55,18:05,1 stop via Hyderabad,Spicejet,2021-05-11 19:18:06,PE
"9,452","Visakhapatnam to Goa , 13 May",08:55,07:40,1 stop via Hyderabad,Spicejet,2021-05-11 19:18:06,PE
"10,451","Visakhapatnam to Pune , 13 May",08:55,08:05,1 stop via Hyderabad,Spicejet,2021-05-11 19:18:25,PE
"5,313","Ranchi to New Delhi , 13 May",20:15,22:15,Non stop,Vistara,2021-05-11 19:26:37,PE
"5,586","Ranchi to New Delhi , 13 May",19:25,21:15,Non stop,Spicejet,2021-05-11 19:26:37,PE
"5,074","Ranchi to Mumbai , 13 May",10:40,13:10,Non stop,Spicejet,2021-05-11 19:27:00,PE
"6,919","Ranchi to Bengaluru , 13 May",19:25,09:05,1 stop via New Delhi,Spicejet,2021-05-11 19:27:06,PE
"7,984","Ranchi to Kolkata , 13 May",20:15,09:35,1 stop via New Delhi,Vistara,2021-05-11 19:29:16,PE
"7,965","Ranchi to Guwahati , 13 May",20:15,12:05,1 stop via New Delhi,Vistara,2021-05-11 19:31:30,PE
"7,710","Ranchi to Guwahati , 13 May",19:25,12:45,1 stop via New Delhi,Spicejet,2021-05-11 19:31:30,PE
"10,387","Ranchi to Thiruvananthapuram , 13 May",20:15,12:15,1 stop via New Delhi,Vistara,2021-05-11 19:33:27,PE
"7,984","Ranchi to Bhubaneswar , 13 May",20:15,09:05,1 stop via New Delhi,Vistara,2021-05-11 19:33:44,PE
