Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
" 18,232","New Delhi to Mumbai , 09 May",07:00,09:05,Non stop,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",10:40,12:50,Non stop,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",20:00,22:10,Non stop,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",09:00,11:15,Non stop,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",19:00,21:15,Non stop,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",15:05,18:15,1 stop via Indore,Air India,2021-05-04 14:19:01.368270
" 18,232","New Delhi to Mumbai , 09 May",17:50,21:35,1 stop via Aurangabad,Air India,2021-05-04 14:19:01.368270
" 21,816","New Delhi to Mumbai , 09 May",12:50,15:00,Non stop,Vistara,2021-05-04 14:19:01.368270
" 21,816","New Delhi to Mumbai , 09 May",15:30,17:40,Non stop,Vistara,2021-05-04 14:19:01.368270
" 23,675","New Delhi to Mumbai , 09 May",13:20,17:50,1 stop via Udaipur,Air India,2021-05-04 14:19:01.368270
" 26,912","New Delhi to Mumbai , 09 May",10:15,15:40,1 stop via Varanasi,Air India,2021-05-04 14:19:01.368270
" 27,551","New Delhi to Mumbai , 09 May",13:20,18:20,1 stop via Varanasi,Vistara,2021-05-04 14:19:01.368270
" 31,705","New Delhi to Mumbai , 09 May",09:45,23:30,1 stop via Hyderabad,Air India,2021-05-04 14:19:01.368270
" 31,705","New Delhi to Mumbai , 09 May",08:00,23:30,1 stop via Hyderabad,Air India,2021-05-04 14:19:01.368270
" 34,091","New Delhi to Mumbai , 09 May",09:45,17:05,1 stop via Chennai,Air India,2021-05-04 14:19:01.368270
" 18,825","New Delhi to Bengaluru , 09 May",21:15,23:55,Non stop,Air India,2021-05-04 14:19:24.306592
" 18,825","New Delhi to Bengaluru , 09 May",06:10,08:55,Non stop,Air India,2021-05-04 14:19:24.306592
" 18,825","New Delhi to Bengaluru , 09 May",09:45,12:30,Non stop,Air India,2021-05-04 14:19:24.306592
" 18,825","New Delhi to Bengaluru , 09 May",13:30,16:15,Non stop,Air India,2021-05-04 14:19:24.306592
" 18,826","New Delhi to Bengaluru , 09 May",08:05,10:50,Non stop,Vistara,2021-05-04 14:19:24.306592
" 18,826","New Delhi to Bengaluru , 09 May",14:15,17:05,Non stop,Vistara,2021-05-04 14:19:24.306592
" 32,646","New Delhi to Bengaluru , 09 May",20:40,11:20,"2 stop via Chennai,Hyderabad",Air India,2021-05-04 14:19:24.306592
" 33,766","New Delhi to Bengaluru , 09 May",21:25,11:20,1 stop via Hyderabad,Air India,2021-05-04 14:19:24.306592
" 37,641","New Delhi to Bengaluru , 09 May",10:40,18:30,1 stop via Mumbai,Air India,2021-05-04 14:19:24.306592
" 37,641","New Delhi to Bengaluru , 09 May",09:00,18:30,1 stop via Mumbai,Air India,2021-05-04 14:19:24.306592
" 37,641","New Delhi to Bengaluru , 09 May",07:00,18:30,1 stop via Mumbai,Air India,2021-05-04 14:19:24.306592
" 37,641","New Delhi to Bengaluru , 09 May",20:00,11:10,1 stop via Mumbai,Air India,2021-05-04 14:19:24.306592
" 37,641","New Delhi to Bengaluru , 09 May",17:50,11:10,"2 stop via Aurangabad,Mumbai",Air India,2021-05-04 14:19:24.306592
" 38,056","New Delhi to Bengaluru , 09 May",16:55,23:20,1 stop via Kolkata,Air India,2021-05-04 14:19:24.306592
" 38,056","New Delhi to Bengaluru , 09 May",06:50,23:20,1 stop via Kolkata,Air India,2021-05-04 14:19:24.306592
" 16,776","New Delhi to Hyderabad , 09 May",08:00,10:10,Non stop,Air India,2021-05-04 14:19:47.111715
" 16,776","New Delhi to Hyderabad , 09 May",09:45,11:55,Non stop,Air India,2021-05-04 14:19:47.111715
" 16,776","New Delhi to Hyderabad , 09 May",21:25,23:35,Non stop,Air India,2021-05-04 14:19:47.111715
" 17,292","New Delhi to Hyderabad , 09 May",07:05,09:25,Non stop,Vistara,2021-05-04 14:19:47.111715
" 17,516","New Delhi to Hyderabad , 09 May",14:45,17:00,Non stop,Vistara,2021-05-04 14:19:47.111715
" 33,161","New Delhi to Hyderabad , 09 May",15:05,20:45,"2 stop via Indore,Mumbai",Air India,2021-05-04 14:19:47.111715
" 33,161","New Delhi to Hyderabad , 09 May",10:40,20:45,1 stop via Mumbai,Air India,2021-05-04 14:19:47.111715
" 33,161","New Delhi to Hyderabad , 09 May",20:00,07:15,1 stop via Mumbai,Air India,2021-05-04 14:19:47.111715
" 33,161","New Delhi to Hyderabad , 09 May",09:00,20:45,1 stop via Mumbai,Air India,2021-05-04 14:19:47.111715
