,Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
0," 6,245","Chandigarh to Guwahati , 26 May",07:35,15:05,1 stop via New Delhi,IndiGo,2021-05-07 23:45:52.467332
1," 8,144","Chandigarh to Guwahati , 26 May",07:05,12:10,1 stop via New Delhi,Air India,2021-05-07 23:45:52.467332
2," 8,144","Chandigarh to Guwahati , 26 May",10:40,18:45,1 stop via New Delhi,Air India,2021-05-07 23:45:52.467332
3," 8,144","Chandigarh to Guwahati , 26 May",21:15,12:10,1 stop via New Delhi,Air India,2021-05-07 23:45:52.467332
4," 8,329","Chandigarh to Guwahati , 26 May",15:25,07:15,"2 stop via New Delhi,Kolkata","Vistara, IndiGo",2021-05-07 23:45:52.467332
5," 8,497","Chandigarh to Guwahati , 26 May",14:10,07:05,"2 stop via New Delhi,Kolkata","IndiGo, Go Air",2021-05-07 23:45:52.467332
6," 8,647","Chandigarh to Guwahati , 26 May",07:35,14:55,1 stop via New Delhi,"IndiGo, Go Air",2021-05-07 23:45:52.467332
7," 8,649","Chandigarh to Guwahati , 26 May",14:10,20:30,1 stop via New Delhi,"IndiGo, Spicejet",2021-05-07 23:45:52.467332
8," 8,650","Chandigarh to Guwahati , 26 May",15:25,20:55,1 stop via New Delhi,"Vistara, AirAsia",2021-05-07 23:45:52.467332
9," 9,094","Chandigarh to Guwahati , 26 May",10:55,18:45,"2 stop via Dharamshala,New Delhi",Air India,2021-05-07 23:45:52.467332
10," 4,401","Chandigarh to Lucknow , 26 May",14:10,17:35,1 stop via New Delhi,IndiGo,2021-05-07 23:46:15.574346
11," 4,401","Chandigarh to Lucknow , 26 May",07:35,13:25,1 stop via New Delhi,IndiGo,2021-05-07 23:46:15.574346
12," 4,401","Chandigarh to Lucknow , 26 May",07:05,19:40,1 stop via New Delhi,Air India,2021-05-07 23:46:15.574346
13," 4,462","Chandigarh to Lucknow , 26 May",11:30,18:25,1 stop via Mumbai,Go Air,2021-05-07 23:46:15.574346
14," 4,462","Chandigarh to Lucknow , 26 May",16:05,07:15,1 stop via Ahmedabad,Go Air,2021-05-07 23:46:15.574346
15," 6,004","Chandigarh to Lucknow , 26 May",10:40,19:40,1 stop via New Delhi,Air India,2021-05-07 23:46:15.574346
16," 6,004","Chandigarh to Lucknow , 26 May",21:15,08:15,1 stop via New Delhi,Air India,2021-05-07 23:46:15.574346
17," 6,235","Chandigarh to Lucknow , 26 May",15:25,13:00,"2 stop via New Delhi,Mumbai","Vistara, Go Air",2021-05-07 23:46:15.574346
18," 6,393","Chandigarh to Lucknow , 26 May",07:35,13:00,1 stop via New Delhi,"IndiGo, Go Air",2021-05-07 23:46:15.574346
19," 6,393","Chandigarh to Lucknow , 26 May",07:05,13:00,1 stop via New Delhi,"Air India, Go Air",2021-05-07 23:46:15.574346
20," 6,394","Chandigarh to Lucknow , 26 May",10:40,17:35,1 stop via New Delhi,"Air India, IndiGo",2021-05-07 23:46:15.574346
21," 6,395","Chandigarh to Lucknow , 26 May",15:25,19:40,1 stop via New Delhi,"Vistara, Air India",2021-05-07 23:46:15.574346
22," 3,206","Chandigarh to Jaipur , 26 May",07:35,13:25,1 stop via New Delhi,IndiGo,2021-05-07 23:47:00.566925
23," 3,206","Chandigarh to Jaipur , 26 May",11:30,18:00,1 stop via Mumbai,Go Air,2021-05-07 23:47:00.566925
24," 3,206","Chandigarh to Jaipur , 26 May",14:10,23:10,1 stop via New Delhi,IndiGo,2021-05-07 23:47:00.566925
25," 3,206","Chandigarh to Jaipur , 26 May",20:00,07:35,1 stop via Mumbai,Go Air,2021-05-07 23:47:00.566925
26," 4,401","Chandigarh to Jaipur , 26 May",07:05,12:55,1 stop via New Delhi,Air India,2021-05-07 23:47:00.566925
27," 5,374","Chandigarh to Jaipur , 26 May",10:40,20:35,1 stop via New Delhi,Air India,2021-05-07 23:47:00.566925
28," 5,374","Chandigarh to Jaipur , 26 May",21:15,08:55,1 stop via New Delhi,Air India,2021-05-07 23:47:00.566925
29," 5,764","Chandigarh to Jaipur , 26 May",07:35,12:55,1 stop via New Delhi,"IndiGo, Air India",2021-05-07 23:47:00.566925
30," 5,764","Chandigarh to Jaipur , 26 May",14:10,20:35,1 stop via New Delhi,"IndiGo, Air India",2021-05-07 23:47:00.566925
31," 5,765","Chandigarh to Jaipur , 26 May",15:25,20:35,1 stop via New Delhi,"Vistara, Air India",2021-05-07 23:47:00.566925
32," 4,598","Chandigarh to Patna , 26 May",07:35,14:20,1 stop via New Delhi,IndiGo,2021-05-07 23:47:44.879192
33," 5,325","Chandigarh to Patna , 26 May",07:05,12:10,1 stop via New Delhi,Air India,2021-05-07 23:47:44.879192
34," 6,634","Chandigarh to Patna , 26 May",10:40,15:20,1 stop via New Delhi,Air India,2021-05-07 23:47:44.879192
35," 7,023","Chandigarh to Patna , 26 May",14:10,19:30,1 stop via New Delhi,"IndiGo, Go Air",2021-05-07 23:47:44.879192
36," 7,024","Chandigarh to Patna , 26 May",07:35,12:10,1 stop via New Delhi,"IndiGo, Air India",2021-05-07 23:47:44.879192
37," 7,025","Chandigarh to Patna , 26 May",15:25,20:50,1 stop via New Delhi,"Vistara, Spicejet",2021-05-07 23:47:44.879192
38," 8,157","Chandigarh to Patna , 26 May",10:55,18:25,"2 stop via Dharamshala,New Delhi",Air India,2021-05-07 23:47:44.879192
39," 10,939","Chandigarh to Patna , 26 May",21:15,20:40,"2 stop via New Delhi,Kolkata",Air India,2021-05-07 23:47:44.879192
40," 5,008","Chandigarh to Bhubaneswar , 26 May",07:35,18:10,1 stop via New Delhi,IndiGo,2021-05-07 23:48:30.483615
41," 5,008","Chandigarh to Bhubaneswar , 26 May",15:25,09:05,1 stop via New Delhi,Vistara,2021-05-07 23:48:30.483615
42," 7,057","Chandigarh to Bhubaneswar , 26 May",07:05,20:55,1 stop via New Delhi,Air India,2021-05-07 23:48:30.483615
43," 7,264","Chandigarh to Bhubaneswar , 26 May",10:40,20:55,1 stop via New Delhi,Air India,2021-05-07 23:48:30.483615
44," 7,654","Chandigarh to Bhubaneswar , 26 May",14:10,20:55,1 stop via New Delhi,"IndiGo, Air India",2021-05-07 23:48:30.483615
45," 7,655","Chandigarh to Bhubaneswar , 26 May",15:25,20:55,1 stop via New Delhi,"Vistara, Air India",2021-05-07 23:48:30.483615
46," 8,254","Chandigarh to Bhubaneswar , 26 May",10:40,18:10,1 stop via New Delhi,"Air India, IndiGo",2021-05-07 23:48:30.483615
47," 8,652","Chandigarh to Bhubaneswar , 26 May",10:55,07:30,"3 stop via Dharamshala,New Delhi,Kolkata","Air India, IndiGo",2021-05-07 23:48:30.483615
48," 8,787","Chandigarh to Bhubaneswar , 26 May",10:55,20:55,"2 stop via Dharamshala,New Delhi",Air India,2021-05-07 23:48:30.483615
49," 10,207","Chandigarh to Bhubaneswar , 26 May",07:05,14:25,"2 stop via New Delhi,Mumbai",Air India,2021-05-07 23:48:30.483615
50," 11,569","Chandigarh to Bhubaneswar , 26 May",21:15,14:25,"2 stop via New Delhi,Mumbai",Air India,2021-05-07 23:48:30.483615
51," 11,569","Chandigarh to Bhubaneswar , 26 May",21:15,14:25,"2 stop via New Delhi,Mumbai",Air India,2021-05-07 23:48:30.483615
52," 7,273","Chandigarh to Kozhikode , 26 May",07:05,19:45,1 stop via New Delhi,"Air India, IndiGo",2021-05-07 23:48:53.058961
53," 7,572","Chandigarh to Kozhikode , 26 May",10:40,19:45,1 stop via New Delhi,"Air India, IndiGo",2021-05-07 23:48:53.058961
54," 7,850","Chandigarh to Kozhikode , 26 May",14:10,19:45,1 stop via New Delhi,IndiGo,2021-05-07 23:48:53.058961
55," 8,271","Chandigarh to Kozhikode , 26 May",10:55,19:45,"2 stop via Dharamshala,New Delhi","Air India, IndiGo",2021-05-07 23:48:53.058961
56," 9,679","Chandigarh to Kozhikode , 26 May",07:05,12:15,1 stop via New Delhi,Air India,2021-05-07 23:48:53.058961
57," 6,662","Chandigarh to Bagdogra , 26 May",07:35,16:05,1 stop via New Delhi,IndiGo,2021-05-07 23:49:34.173212
58," 6,944","Chandigarh to Bagdogra , 26 May",07:05,13:15,1 stop via New Delhi,Air India,2021-05-07 23:49:34.173212
59," 7,231","Chandigarh to Bagdogra , 26 May",14:10,10:20,"2 stop via New Delhi,Kolkata","IndiGo, AirAsia",2021-05-07 23:49:34.173212
60," 7,231","Chandigarh to Bagdogra , 26 May",14:10,10:20,"2 stop via New Delhi,Kolkata","IndiGo, AirAsia",2021-05-07 23:49:34.173212
61," 7,231","Chandigarh to Bagdogra , 26 May",10:40,10:20,"2 stop via New Delhi,Kolkata","Air India, AirAsia",2021-05-07 23:49:34.173212
62," 7,231","Chandigarh to Bagdogra , 26 May",10:40,10:20,"2 stop via New Delhi,Kolkata","Air India, AirAsia",2021-05-07 23:49:34.173212
63," 7,231","Chandigarh to Bagdogra , 26 May",07:35,10:20,"2 stop via New Delhi,Kolkata","IndiGo, AirAsia",2021-05-07 23:49:34.173212
64," 7,231","Chandigarh to Bagdogra , 26 May",07:05,10:20,"2 stop via New Delhi,Kolkata","Air India, AirAsia",2021-05-07 23:49:34.173212
65," 7,232","Chandigarh to Bagdogra , 26 May",15:25,10:20,"2 stop via New Delhi,Kolkata","Vistara, AirAsia",2021-05-07 23:49:34.173212
66," 7,447","Chandigarh to Bagdogra , 26 May",07:35,13:15,1 stop via New Delhi,"IndiGo, Go Air",2021-05-07 23:49:34.173212
67," 7,449","Chandigarh to Bagdogra , 26 May",07:05,12:10,1 stop via New Delhi,"Air India, AirAsia",2021-05-07 23:49:34.173212
68," 7,449","Chandigarh to Bagdogra , 26 May",10:40,16:05,1 stop via New Delhi,"Air India, IndiGo",2021-05-07 23:49:34.173212
69," 7,449","Chandigarh to Bagdogra , 26 May",07:35,13:15,1 stop via New Delhi,"IndiGo, Air India",2021-05-07 23:49:34.173212
70," 7,449","Chandigarh to Bagdogra , 26 May",07:35,15:00,1 stop via New Delhi,"IndiGo, Spicejet",2021-05-07 23:49:34.173212
71," 5,845","Chandigarh to Nagpur , 26 May",07:35,15:45,1 stop via New Delhi,IndiGo,2021-05-07 23:50:19.327525
72," 6,634","Chandigarh to Nagpur , 26 May",21:15,08:30,"2 stop via New Delhi,Raipur",Air India,2021-05-07 23:50:19.327525
