Price,Cities,departure_time,arrival_time,layeover,Airline,Scraping_Time
" 13,976","New Delhi to Mumbai , 26 May",12:50,15:00,Non stop,Vistara,2021-05-09 09:42:27.488257
" 13,976","New Delhi to Mumbai , 26 May",15:30,17:40,Non stop,Vistara,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",07:00,09:05,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",08:00,10:10,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",10:40,12:50,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",20:00,22:10,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",09:00,11:15,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",19:00,21:15,Non stop,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",15:05,18:15,1 stop via Indore,Air India,2021-05-09 09:42:27.488257
" 18,232","New Delhi to Mumbai , 26 May",17:50,21:35,1 stop via Aurangabad,Air India,2021-05-09 09:42:27.488257
" 26,912","New Delhi to Mumbai , 26 May",10:15,15:40,1 stop via Varanasi,Air India,2021-05-09 09:42:27.488257
" 31,705","New Delhi to Mumbai , 26 May",08:20,23:30,1 stop via Hyderabad,Air India,2021-05-09 09:42:27.488257
" 34,091","New Delhi to Mumbai , 26 May",09:45,17:05,1 stop via Chennai,Air India,2021-05-09 09:42:27.488257
" 34,091","New Delhi to Mumbai , 26 May",06:00,17:05,1 stop via Chennai,Air India,2021-05-09 09:42:27.488257
" 34,371","New Delhi to Mumbai , 26 May",12:00,15:50,1 stop via Jaipur,Air India,2021-05-09 09:42:27.488257
" 38,235","New Delhi to Mumbai , 26 May",21:15,08:35,1 stop via Bengaluru,Air India,2021-05-09 09:42:27.488257
" 38,235","New Delhi to Mumbai , 26 May",21:15,10:35,1 stop via Bengaluru,Air India,2021-05-09 09:42:27.488257
" 18,825","New Delhi to Bengaluru , 26 May",21:15,23:55,Non stop,Air India,2021-05-09 09:42:50.402911
" 18,825","New Delhi to Bengaluru , 26 May",06:10,08:55,Non stop,Air India,2021-05-09 09:42:50.402911
" 18,825","New Delhi to Bengaluru , 26 May",09:45,12:30,Non stop,Air India,2021-05-09 09:42:50.402911
" 18,825","New Delhi to Bengaluru , 26 May",13:30,16:15,Non stop,Air India,2021-05-09 09:42:50.402911
" 32,646","New Delhi to Bengaluru , 26 May",20:40,11:20,"2 stop via Chennai,Hyderabad",Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",20:00,07:55,1 stop via Mumbai,Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",19:00,07:55,1 stop via Mumbai,Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",17:50,07:55,"2 stop via Aurangabad,Mumbai",Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",20:00,11:10,1 stop via Mumbai,Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",15:05,07:55,"2 stop via Indore,Mumbai",Air India,2021-05-09 09:42:50.402911
" 37,641","New Delhi to Bengaluru , 26 May",17:50,11:10,"2 stop via Aurangabad,Mumbai",Air India,2021-05-09 09:42:50.402911
" 38,056","New Delhi to Bengaluru , 26 May",05:15,23:20,"2 stop via Surat,Kolkata",Air India,2021-05-09 09:42:50.402911
" 16,776","New Delhi to Hyderabad , 26 May",08:20,10:30,Non stop,Air India,2021-05-09 09:43:13.173557
" 17,292","New Delhi to Hyderabad , 26 May",14:45,17:00,Non stop,Vistara,2021-05-09 09:43:13.173557
" 33,161","New Delhi to Hyderabad , 26 May",15:05,20:45,"2 stop via Indore,Mumbai",Air India,2021-05-09 09:43:13.173557
" 33,161","New Delhi to Hyderabad , 26 May",10:40,20:45,1 stop via Mumbai,Air India,2021-05-09 09:43:13.173557
" 33,161","New Delhi to Hyderabad , 26 May",09:00,20:45,1 stop via Mumbai,Air India,2021-05-09 09:43:13.173557
" 33,161","New Delhi to Hyderabad , 26 May",08:00,20:45,1 stop via Mumbai,Air India,2021-05-09 09:43:13.173557
" 33,161","New Delhi to Hyderabad , 26 May",07:00,20:45,1 stop via Mumbai,Air India,2021-05-09 09:43:13.173557
" 35,816","New Delhi to Hyderabad , 26 May",21:15,09:45,"2 stop via Bengaluru,Chennai",Air India,2021-05-09 09:43:13.173557
" 36,006","New Delhi to Hyderabad , 26 May",09:45,20:35,1 stop via Chennai,Air India,2021-05-09 09:43:13.173557
" 36,006","New Delhi to Hyderabad , 26 May",20:40,09:45,1 stop via Chennai,Air India,2021-05-09 09:43:13.173557
" 36,006","New Delhi to Hyderabad , 26 May",06:00,20:35,1 stop via Chennai,Air India,2021-05-09 09:43:13.173557
" 19,016","New Delhi to Chennai , 26 May",06:00,08:55,Non stop,Air India,2021-05-09 09:43:35.867282
" 19,016","New Delhi to Chennai , 26 May",09:45,12:40,Non stop,Air India,2021-05-09 09:43:35.867282
" 19,016","New Delhi to Chennai , 26 May",20:40,23:35,Non stop,Air India,2021-05-09 09:43:35.867282
" 19,532","New Delhi to Chennai , 26 May",13:30,16:20,Non stop,Vistara,2021-05-09 09:43:35.867282
" 32,456","New Delhi to Chennai , 26 May",21:15,08:05,1 stop via Bengaluru,Air India,2021-05-09 09:43:35.867282
" 33,307","New Delhi to Chennai , 26 May",20:00,10:55,1 stop via Mumbai,Air India,2021-05-09 09:43:35.867282
" 33,307","New Delhi to Chennai , 26 May",19:00,10:55,1 stop via Mumbai,Air India,2021-05-09 09:43:35.867282
" 33,307","New Delhi to Chennai , 26 May",17:50,10:55,"2 stop via Aurangabad,Mumbai",Air India,2021-05-09 09:43:35.867282
" 33,766","New Delhi to Chennai , 26 May",08:20,22:35,1 stop via Hyderabad,Air India,2021-05-09 09:43:35.867282
" 38,056","New Delhi to Chennai , 26 May",05:15,17:05,"2 stop via Surat,Kolkata",Air India,2021-05-09 09:43:35.867282
" 15,465","New Delhi to Kolkata , 26 May",20:15,22:20,Non stop,Air India,2021-05-09 09:43:58.702216
" 15,465","New Delhi to Kolkata , 26 May",05:15,11:05,1 stop via Surat,Air India,2021-05-09 09:43:58.702216
" 15,466","New Delhi to Kolkata , 26 May",07:30,09:35,Non stop,Vistara,2021-05-09 09:43:58.702216
" 39,344","New Delhi to Kolkata , 26 May",09:30,20:05,1 stop via Guwahati,Air India,2021-05-09 09:43:58.702216
" 39,366","New Delhi to Kolkata , 26 May",08:20,16:00,"2 stop via Hyderabad,Bhubaneswar",Air India,2021-05-09 09:43:58.702216
" 41,416","New Delhi to Kolkata , 26 May",21:15,13:30,1 stop via Bengaluru,Air India,2021-05-09 09:43:58.702216
" 41,606","New Delhi to Kolkata , 26 May",06:00,13:50,1 stop via Chennai,Air India,2021-05-09 09:43:58.702216
" 51,240","New Delhi to Kolkata , 26 May",09:30,15:55,"2 stop via Guwahati,Imphal",Air India,2021-05-09 09:43:58.702216
" 21,849","New Delhi to Kochi , 26 May",14:10,17:20,Non stop,Air India,2021-05-09 09:44:21.368442
" 21,850","New Delhi to Kochi , 26 May",15:40,18:50,Non stop,Vistara,2021-05-09 09:44:21.368442
" 40,822","New Delhi to Kochi , 26 May",10:40,19:15,1 stop via Mumbai,Air India,2021-05-09 09:44:21.368442
" 40,822","New Delhi to Kochi , 26 May",09:00,19:15,1 stop via Mumbai,Air India,2021-05-09 09:44:21.368442
" 40,822","New Delhi to Kochi , 26 May",08:00,19:15,1 stop via Mumbai,Air India,2021-05-09 09:44:21.368442
" 40,822","New Delhi to Kochi , 26 May",07:00,19:15,1 stop via Mumbai,Air India,2021-05-09 09:44:21.368442
" 49,502","New Delhi to Kochi , 26 May",10:15,19:15,"2 stop via Varanasi,Mumbai",Air India,2021-05-09 09:44:21.368442
